player,team,league,poacher_score,outlet_score,deep_lying_score,dribbler_score,creator_score,target_man_score,age
Ellis Simms,Coventry City,ENG-Championship,67.0521374658702,82.33686796529666,32.59580463014807,65.35611286753358,58.750531270550574,71.49639017915163,23
Haji Wright,Coventry City,ENG-Championship,74.08884521418554,94.16833452308194,34.55202789567156,87.49516321478204,62.08069814881676,67.54954817432126,26
Matthew Godden,Coventry City,ENG-Championship,60.85331220820226,40.06664854210398,39.44449410025398,18.305448344356066,65.14909659903454,69.90969574290295,32
Brahima Diarra,Huddersfield,ENG-Championship,42.99818954650894,86.30780624878746,29.183401612459704,95.05864627073674,69.19444276528951,51.35301736811908,20
Danny Ward,Huddersfield,ENG-Championship,74.17058671666292,51.164254586736035,37.14495637660407,33.95996067424769,51.156577928134574,76.72692162927494,32
Delano Burgzorg,Huddersfield,ENG-Championship,62.614394440066825,71.22599636933951,26.68216128846032,80.38001205859112,72.79918943779845,46.355573391391246,25
Josh Koroma,Huddersfield,ENG-Championship,54.051211296085064,74.19684179963049,63.626425977906884,77.49711026271919,76.34015864886551,59.17382808057893,25
Kian Harratt,Huddersfield,ENG-Championship,65.27872860107709,63.62012472833267,47.40956948340108,48.05787490432206,73.72606774923153,76.5190400170664,21
Aaron Connolly,Hull City,ENG-Championship,72.58649854566409,64.26806215600111,32.292122331306345,54.668822248516506,57.46630856819955,51.661341670289005,24
Fabio Carvalho,Hull City,ENG-Championship,60.72782833973318,47.64699194915934,42.54433296648508,69.45402924300835,78.31746128230415,31.257727921524474,21
Liam Delap,Hull City,ENG-Championship,53.110031061378024,85.5633239366997,26.55305930004114,91.08076375113467,77.06542585009103,43.727073794021045,21
Ozan Tufan,Hull City,ENG-Championship,46.88159415414393,43.337325870783225,63.15893422410205,55.00750563802662,82.7137767966003,52.24455454762544,29
George Hirst,Ipswich Town,ENG-Championship,64.75310481030073,57.4715238249138,29.061355960571028,47.98864544435243,75.23300635812586,67.25292165735922,25
Kieffer Moore,Ipswich Town,ENG-Championship,77.59455299396046,53.42908740025793,39.11892995959025,45.46956130711406,66.07062756039984,84.09865758052626,31
Georginio Rutter,Leeds United,ENG-Championship,52.10257994356774,75.98612947388486,56.14133898164716,85.81685853328344,92.08483153064704,58.64581141920142,22
Patrick Bamford,Leeds United,ENG-Championship,74.66946971101723,45.18296543078234,38.312677587535674,49.71592483035847,59.26122073090878,60.34706060821281,30
Jamie Vardy,Leicester City,ENG-Championship,80.1727105801768,37.09483563740796,41.17236776251212,28.399450462301974,70.66472339547379,61.643182190115986,37
Kelechi Iheanacho,Leicester City,ENG-Championship,55.93086129615964,40.302515361608314,52.829273374646924,59.214232441224176,78.88459225131113,25.25197836318096,27
Patson Daka,Leicester City,ENG-Championship,67.63432602758995,29.570830993297047,41.79923053099353,37.99359016199659,73.02743757146068,41.58280825489994,25
Emmanuel Latte Lath,Middlesbrough,ENG-Championship,75.5201147790417,77.02224530317605,22.96212346413574,63.34873548505608,51.46589525408477,66.9836920837039,25
Josh Coburn,Middlesbrough,ENG-Championship,58.76610744652455,82.94673912011544,36.07865574677615,58.85236832994644,65.80654487240768,70.3933986434072,21
Sam Silvera,Middlesbrough,ENG-Championship,51.085842647292644,78.3700455996373,48.98331505218172,93.14416016122782,66.04956642896754,37.27802555805527,23
Duncan Watmore,Millwall,ENG-Championship,60.70390923479212,82.80306687044788,35.48456360114727,86.87214072375187,80.62466166444567,47.341068976964586,30
Kevin Nisbet,Millwall,ENG-Championship,60.09090211361473,60.74351270315945,52.155207348791244,51.871696609758764,63.47003697493271,73.05944353077747,27
Michael Obafemi,Millwall,ENG-Championship,59.143040950636184,69.78623308414717,17.049178562927093,65.01193880489943,55.59568271318574,40.56777150577901,23
Tom Bradshaw,Millwall,ENG-Championship,59.90592169528861,60.074823166933754,25.455954673102276,30.142601549619176,62.78117823055028,82.89580337348869,31
Zian Flemming,Millwall,ENG-Championship,37.053142739831365,63.39861764198243,80.52702594589218,62.66584537066002,73.57666397848787,72.63914928249895,25
Adam Idah,Norwich City,ENG-Championship,56.72936690000654,69.01244006821663,40.82497463536372,65.04300710378675,61.98100738078639,55.91231870483493,23
Hwang Ui-jo,Norwich City,ENG-Championship,57.948496662576524,45.75029430935273,56.010886316684726,47.85939321352156,53.01916456475503,50.042989617066745,31
Josh Sargent,Norwich City,ENG-Championship,76.85198626427419,61.765940709000425,43.91278386248598,60.99410808021973,82.16102985738812,58.549509771389566,24
Liam Gibbs,Norwich City,ENG-Championship,67.27640501538187,51.181611873725366,65.64038231974585,55.330070206270996,67.80871378704182,32.935681196079294,21
Ben Waine,Plymouth Argyle,ENG-Championship,61.59061828871014,64.5975455017109,34.96658891206509,42.055670066421236,62.65682888861062,74.71895004194037,22
Mustapha Bundu,Plymouth Argyle,ENG-Championship,60.405188732149725,91.6340980446252,62.95301518846376,84.64223531509919,73.9576857800251,62.523665306098195,27
Ryan Hardie,Plymouth Argyle,ENG-Championship,82.9738504398417,87.81332132374818,29.956173881760556,68.1575331360251,62.10262071338054,80.11677401712474,27
Ched Evans,Preston,ENG-Championship,41.43912840827682,51.388561661608975,33.92326664763426,31.93058365132614,53.83884413907302,61.29810470019943,35
Emil Riis Jakobsen,Preston,ENG-Championship,68.77840688918245,76.5307474823358,26.19865011520079,61.9552211242036,54.987242619542066,71.56706978929532,25
Milutin Osmajić,Preston,ENG-Championship,61.23237028183027,64.99069406370765,22.10755737288355,46.5225418585141,32.89481760443932,62.62880127282603,24
Will Keane,Preston,ENG-Championship,67.22713938857042,41.80549061006503,39.99366359964469,33.15775698000046,44.6624239949528,68.37382724129169,31
Lyndon Dykes,QPR,ENG-Championship,45.29783095901417,63.92587663674826,45.005938867078456,42.485186356111356,60.30291383502717,94.52929211656613,28
Sinclair Armstrong,QPR,ENG-Championship,60.55908637616577,99.34981751430976,25.92290967001259,85.78608000474622,59.72804404400966,63.24921511351004,20
Charlie Wyke,Rotherham Utd,ENG-Championship,55.609583184269276,29.922131690795094,24.61418909218155,11.293092430085444,37.49088383870195,82.970651600759,31
Jordan Hugill,Rotherham Utd,ENG-Championship,42.291503207722315,52.07896138371261,32.07025739933894,31.351143732215213,62.00124625176385,97.69450252258193,31
Sam Nombe,Rotherham Utd,ENG-Championship,44.820646665492234,90.42256658717453,24.37035747261441,65.59263803178794,58.09248901815367,85.6475405870906,25
Tom Eaves,Rotherham Utd,ENG-Championship,71.93161253491324,55.04208934774992,23.183234253637607,25.497077763453913,53.10101750174696,85.27537531995148,32
Ashley Fletcher,Sheffield Weds,ENG-Championship,57.177591515444306,70.82127047437268,17.62558695126341,31.314208056632108,42.45775098376276,69.29438180411665,28
Bailey-Tye Cadamarteri,Sheffield Weds,ENG-Championship,65.57157647959171,63.52731231037807,11.671094065222901,41.34385178211467,58.604526224675226,74.75663944951566,18
Ike Ugbo,Sheffield Weds,ENG-Championship,68.37902321095949,53.01965218252914,39.484409935108324,49.65069162163784,64.52679323227468,66.04173317230503,25
Lee Gregory,Sheffield Weds,ENG-Championship,49.30567727854906,56.40404993477954,16.996072687002584,42.377395725337905,56.45110372010765,60.74570475281609,35
Michael Smith,Sheffield Weds,ENG-Championship,60.80876109571843,32.0997919178503,33.02510467568602,21.578013733157285,56.30604010592815,83.5605738308281,32
Adam Armstrong,Southampton,ENG-Championship,65.34164975297023,48.510259333836345,59.47530811667424,63.81559741651047,76.48120244152703,39.21825158263551,27
Che Adams,Southampton,ENG-Championship,63.568033843497105,26.152186296795875,59.22011593644807,35.67232853207228,77.94056072920964,47.20455313624032,27
Sekou Mara,Southampton,ENG-Championship,65.08310206291031,67.19823682032342,38.0206048479434,72.51116430603675,67.71688112219135,51.341918118938025,21
Niall Ennis,Stoke City,ENG-Championship,59.94541035722484,71.15444299460866,0.0,50.54521139019366,36.25044196302388,60.6857518885717,24
Ryan Mmaee,Stoke City,ENG-Championship,59.912626579725625,70.23331249500406,40.908290474820966,65.94836971431627,71.43036623874521,68.35222747882034,26
Tyrese Campbell,Stoke City,ENG-Championship,64.46966103291476,74.66452129384288,49.62074411546381,77.98592584853739,74.7126441978667,47.33020396794119,24
Wesley Moraes,Stoke City,ENG-Championship,46.303754139475004,52.191027497545896,34.637841697870876,32.89195957898215,77.45421126792452,71.36943077960338,27
Bradley Dack,Sunderland,ENG-Championship,57.263454206561256,11.884246687892155,67.65142037813179,29.065730597158996,87.12590582540543,15.447455147577168,30
Luis Semedo,Sunderland,ENG-Championship,46.85968547301444,41.933791195797355,40.64999666577055,50.12036527167141,29.661204047926486,46.98750725178852,20
Mason Burstow,Sunderland,ENG-Championship,37.58464260894874,52.00959581572096,48.2759362309577,48.534521979291,70.74349877854029,59.73052258372328,20
Nazariy Rusyn,Sunderland,ENG-Championship,62.435154871853356,61.00388577217883,26.436637989755486,53.297988624791955,52.87490469220173,53.72836576051995,25
Jerry Yates,Swansea City,ENG-Championship,54.16874646114237,41.29213909538925,26.621234699905227,25.028984815747997,62.382475561638664,67.98816850209569,27
Liam Cullen,Swansea City,ENG-Championship,46.005140562759486,45.27642923899702,50.81262139094467,39.1052191557141,75.58373823338327,66.66093286004823,25
Emmanuel Dennis,Watford,ENG-Championship,75.18466430783465,80.54991056803145,26.50318863057181,85.14085523723921,69.26098153822157,58.17719244328533,26
Mileta Rajovic,Watford,ENG-Championship,65.01913607748104,24.053403058356793,42.52092158211857,17.209499808172893,57.024182604537565,77.7515182802269,24
Vakoun Issouf Bayo,Watford,ENG-Championship,55.37403386424672,52.08026984451737,41.569371892001854,43.80668441521248,72.31726934418674,69.61407438697206,27
Brandon Thomas-Asante,West Brom,ENG-Championship,57.41923222577828,71.68046788948561,37.39955989003808,62.91504152382792,55.54235009214018,58.52781529786915,25
Aloísio dos Santos Gonçalves,América (MG),BRA-League,66.66785741743196,38.67393221278143,40.21889805490284,58.80836374763899,66.57275044217884,47.56103999994879,34
Felipe Azevedo,América (MG),BRA-League,50.11518883904094,62.51707355247776,52.19730874368628,79.12423983603462,76.38640887644999,59.26131258509366,36
Gonzalo Mastriani,América (MG),BRA-League,74.48300325789137,36.75232302096227,44.13356262882154,39.566638250884374,68.24235406796248,77.59860328294543,29
Renato Marques,América (MG),BRA-League,61.782174166368684,72.70521021047023,58.92783502221279,76.53829353026099,72.4170218723831,55.48756648734743,19
Rodrigo Varanda,América (MG),BRA-League,61.14083144880856,76.78641615501827,56.023728359314106,94.83090425521607,89.47859121259827,42.45548046328298,20
Pablo,Ath Paranaense,BRA-League,58.915397753026845,46.113438402832976,63.2847685685725,53.01682728527184,81.24067159265552,61.6721039964989,30
Vitor Roque,Ath Paranaense,BRA-League,82.85195107043151,81.86843467975997,24.89702297045933,81.03627192366265,68.1687389605526,62.54439669377659,17
Willian,Ath Paranaense,BRA-League,73.3712556763354,47.09728277854223,48.30446625280466,51.33691965485493,68.14564330406132,44.246349848152974,36
Eduardo Vargas,Atlético Mineiro,BRA-League,61.89695601951172,63.53330426821986,49.95733807800344,57.35110507190103,86.65561276429622,57.34729412546683,33
Hulk,Atlético Mineiro,BRA-League,46.61743789011775,70.04092605129637,65.54021852618052,85.60950633382974,81.8269158193134,59.66721589803734,36
Paulinho,Atlético Mineiro,BRA-League,67.89066995025004,63.911659617208215,61.40820737196538,84.66769288874383,73.27068909474289,48.44788387161533,22
Everaldo Stum,Bahia,BRA-League,55.66688542976874,68.1118941428438,46.70328398306794,63.222857160075904,80.54707909023222,81.44547249392204,31
Vinicius Mingotti,Bahia,BRA-League,58.34021455213887,39.1430551517646,37.00028838390075,21.147277254881107,77.21225360276995,61.48016744193343,23
Diego Costa,Botafogo (RJ),BRA-League,73.0436806943014,72.7312448925516,44.237818663354226,56.558470123258594,44.246422476358745,70.07675345706309,34
Tiquinho Soares,Botafogo (RJ),BRA-League,62.26173165514549,50.062851330064426,50.79243859688592,53.65337356649433,75.28274545536424,77.18929972308618,32
Eduardo Sasha,Bragantino,BRA-League,57.46479790146096,43.74427364110454,53.315111450936236,50.5992823962119,85.7694897841917,66.85391105078206,30
Thiago Borbas,Bragantino,BRA-League,76.67762606139398,47.657264165687224,33.67127812802438,39.78052836717117,66.40984307095036,70.69031098516166,20
Roger Guedes,Corinthians,BRA-League,56.53239962732489,69.16152325942657,66.06380407076298,81.14284264680536,68.10347162250245,52.090547038170754,26
Yuri Alberto,Corinthians,BRA-League,58.54682753186141,63.99108969120355,41.133630128518185,58.67407445284238,57.490689074640045,73.89864475933811,21
Alef Manga,Coritiba,BRA-League,66.11703469574151,79.2263446893209,57.07429744797105,89.5989926332429,85.75690302329441,49.26365913143279,28
Diogo,Coritiba,BRA-League,54.41388268235826,52.7295273184753,40.276651247642604,41.60848111821434,68.5569791628525,77.57528071037665,26
Islam Slimani,Coritiba,BRA-League,65.00768296021272,29.030568557681086,41.45463411862519,21.249574842060102,64.53066554727363,68.93127620267767,34
Zé Roberto,Coritiba,BRA-League,50.21569597150756,62.902558122275245,42.2841817108882,60.766468734511214,76.42505238709629,71.20002158950452,29
Bruno Nascimento,Cruzeiro,BRA-League,43.866769268026374,70.836343378387,54.81327275637998,88.56297383961918,79.98725960541633,51.98309016991479,25
Gilberto,Cruzeiro,BRA-League,58.43379383299626,38.61134372589978,52.47878901981128,37.01952990664174,58.183534587259246,62.271480286493876,33
Rafael Elias,Cruzeiro,BRA-League,65.39353818993912,57.456780925085596,35.48971839220923,54.671347612640545,72.28231854839316,61.17332569420331,23
Deyverson,Cuiabá,BRA-League,64.51825136484766,42.41328660092611,42.45158033855597,41.9061017141417,68.42016906829636,88.2631113835507,31
Isidro Pitta,Cuiabá,BRA-League,72.69219206442534,81.13498425033049,49.359849333798664,82.07642526023578,65.04263307208372,65.08410996452494,23
Gabriel Barbosa,Flamengo,BRA-League,42.97936632422305,30.83102333792092,65.83805090939973,56.64094370726165,69.70736995607538,18.229016604094284,26
Pedro,Flamengo,BRA-League,57.039358064828875,35.03908136507503,36.37193424695855,38.33713778187759,67.50524450525494,58.080474868559975,25
Germán Cano,Fluminense,BRA-League,47.96944712977784,23.002448238852068,59.49853062675056,34.34485246457828,50.65026493029674,39.10530226436149,34
John Kennedy,Fluminense,BRA-League,63.991673123928116,57.73903673287598,28.20514015071546,74.32872117611119,67.21252858269399,49.91049392414371,20
Lelê,Fluminense,BRA-League,64.13701627170092,74.0021852926743,31.501981587446743,64.20413558663807,66.97930762370856,69.73075572923236,25
Yony González,Fluminense,BRA-League,70.62011823146696,29.334872059694746,21.675619188862676,17.336215376693087,70.1857115493591,66.34336107083575,28
Juan Martín Lucero,Fortaleza,BRA-League,59.11090509686886,50.06279141026106,43.89852155452728,50.228536907411005,67.01967237555907,63.67872296987228,31
Thiago Galhardo,Fortaleza,BRA-League,52.98102608522455,55.426366524956286,56.892292673366164,67.06292677510307,84.94159478503589,66.077292148831,33
João Magno,Goiás,BRA-League,59.381853904866176,76.15973222296459,31.313125403411274,55.60861774275696,74.36965121552137,85.67490908361543,25
Matheus Babi,Goiás,BRA-League,64.52489751004659,35.40493248468104,37.86729769050856,28.137468970600448,48.43888686009672,83.17289712113856,25
Matheus Peixoto,Goiás,BRA-League,48.61234319326198,39.76040594809605,41.25579634033974,22.598839488526988,62.50263277103314,77.04875080159313,27
Luis Suárez,Grêmio,BRA-League,69.19914153839017,34.47446580360477,58.28734063668763,60.15340280566599,85.48846768342901,49.27027540733459,36
Vinícius,Grêmio,BRA-League,48.94850559125566,43.06186092575391,81.21351080038166,63.84222514773287,83.15459563880252,44.976174687812595,31
Enner Valencia,Internacional,BRA-League,79.95015084897109,88.29105883320764,27.549912112528887,84.39041822246818,64.43743434384224,64.51971672780114,33
Lucca Holanda,Internacional,BRA-League,45.841163309440454,75.05688934360339,26.159464694255718,61.64055365627199,47.16220880384695,58.143592326318604,19
Luiz Adriano,Internacional,BRA-League,47.12974631417232,13.060293664066943,41.882481892172365,3.7145535439214554,73.8402263142594,67.25631298510662,35
Breno,Palmeiras,BRA-League,63.4801873001175,78.73014784213917,57.463705132717266,81.82965947059257,60.7695100594827,55.59924442206058,27
Endrick,Palmeiras,BRA-League,70.10260914981934,83.60583574294232,47.280609366642445,91.78208067130691,74.94955511760692,53.06634977840691,16
José López,Palmeiras,BRA-League,81.94725103974594,77.6757398026956,48.03637086353484,68.9638264496881,84.1775535911481,77.07884482145447,22
Rony,Palmeiras,BRA-League,67.81635376883024,60.063231808857395,31.83869520301279,41.583614564670995,74.01672911014647,67.16696959995527,27
Julio Furch,Santos,BRA-League,79.53856205617774,44.21416313256821,43.28990338674467,54.84487237389312,65.96893332958513,74.58156305942495,33
Marcos Leonardo,Santos,BRA-League,63.317842490279496,65.37664152068413,41.668000338025266,63.75689618395077,76.89935785974768,64.89041079125538,19
Maximiliano Silvera,Santos,BRA-League,71.0705193129669,60.15540933274873,36.45463111246143,77.15955253756235,58.71853045110677,33.87012670172602,25
Jonathan Calleri,São Paulo,BRA-League,72.84431561559053,58.53880691351314,27.87170503606419,44.728607773792625,66.72026484557718,77.31554500354942,29
Juan Santos,São Paulo,BRA-League,49.52000846705778,77.7010526654552,31.07467935906764,72.18652948169841,83.41569296645032,55.981034125298436,20
Pablo Vegetti,Vasco da Gama,BRA-League,76.57390405295644,44.7281502317978,43.09172298648446,18.575370147963973,40.762742558017834,91.97458476988857,34
Pedro Raul,Vasco da Gama,BRA-League,64.70363352479673,45.4200096018762,35.490157706230995,33.03574686711563,74.32388698916097,76.73627085119304,26
Cristo González,Arouca,POR-League,51.24743582092681,50.31250584215198,67.9229268534847,74.76232409464144,90.34938462240557,38.42179134309887,26
Rafa Mújica,Arouca,POR-League,80.03184806220642,72.08891823359342,34.0729307711688,68.89405092611528,66.83960272870193,60.313505965791116,25
Arthur Cabral,Benfica,POR-League,76.56837106212532,69.46728267881866,27.295580829980487,66.4080886933757,66.03885163479116,64.7197925642643,26
Casper Tengstedt,Benfica,POR-League,74.94472655958208,81.2327519821203,34.66310939281135,74.13106442663872,79.83178106414796,50.774853055869094,23
Petar Musa,Benfica,POR-League,82.24346349631242,49.063214567633665,45.523790703483094,51.975695024921734,64.21794509917608,45.71921025306287,26
Róbert Boženík,Boavista,POR-League,64.95771877427966,53.55828723646231,42.64025822599169,38.17218108674961,59.00267470582864,76.40429532340562,24
Abel Ruiz,Braga,POR-League,56.59590150724196,48.75470062321756,39.216206142366325,47.666106117159075,70.69219440524327,48.31179049283482,24
Simon Banza,Braga,POR-League,94.9595310124969,44.81564853747316,15.039948523020769,34.23631152678333,62.44470429897372,79.0311376658715,27
Clayton,Casa Pia,POR-League,59.947262365157364,72.3212724868349,43.37130973306348,65.97547831622398,68.29937822788823,75.74620829495652,25
Felippe Cardoso,Casa Pia,POR-League,62.95224042518727,57.29571897275576,24.37018241749332,51.4015181025951,57.97765877916057,74.53636273502353,25
Fernando,Casa Pia,POR-League,58.25315110909053,58.97194944485457,36.04109932188309,66.93370981584614,47.098866314160134,46.526496533151295,31
Héctor,Chaves,POR-League,56.79668006547893,41.41789818320161,53.084290528129394,32.719940544185704,42.25336359073245,84.75593124999085,28
Jo,Chaves,POR-League,66.41144951000224,57.85351547243015,26.30109090443292,49.27578535417065,31.235148308617394,87.94545675615939,28
Paulo Victor,Chaves,POR-League,54.895324297230864,72.5950864306613,21.54319273197844,62.45868302427965,76.71141855501679,66.9886856116382,23
Alejandro Marqués,Estoril,POR-League,74.62385797593674,31.81689471994531,26.521625969302594,23.215728455651508,49.05929724393777,66.8804538539653,23
Cassiano,Estoril,POR-League,72.49010615029529,48.96906129962028,23.35632282980547,31.05072739956858,69.16057207986977,75.76922911284744,34
André Inácio,Estrela,POR-League,62.22351267988526,86.45656456992376,44.223275365668215,88.00943596559607,52.299028789208215,59.11414252965472,22
Kikas,Estrela,POR-League,68.52106548155845,52.058400838419495,49.162689588455486,47.34830650033896,78.45193184551637,62.19527856497557,25
Ronaldo Tavares,Estrela,POR-League,77.50811592360523,86.06390334971753,22.274727189932822,74.95220936422687,66.52000959797212,73.04103967331599,26
Henrique Araújo,Famalicão,POR-League,45.97032922590071,58.022097568273466,28.625151141519833,55.478021399841005,73.87159983722749,71.18523102675991,22
Jhonder Cádiz,Famalicão,POR-League,71.8320860583733,61.41756892832366,50.05528464896154,50.72090021174924,61.13262011056912,89.37604188170745,28
Bruno Duarte,Farense,POR-League,66.13231303056249,87.21035885862231,47.56546035858852,68.24069964419627,79.56286087786478,90.37155454090201,28
Rui Costa,Farense,POR-League,64.6925242630453,88.92060779706856,47.23940981091054,76.4208335204743,78.29255571296872,67.73650105046147,28
Zé Luís,Farense,POR-League,64.77738486936579,75.3871736288178,51.511978698960824,65.26625471960645,75.66461728923048,84.45696812901197,33
Ali Alipour,Gil Vicente FC,POR-League,61.71128017037664,65.1393005749247,24.977072188506117,46.33964122807181,52.84750029134568,67.88479673549345,28
Depú,Gil Vicente FC,POR-League,74.66890771305732,53.48472201176501,26.080078229980717,45.07329423794745,20.784693173218976,79.62356919201335,24
Roko Baturina,Gil Vicente FC,POR-League,59.42598747418798,45.916068582458855,30.531602701832018,41.96206087928916,51.15382139189163,77.23891485450864,23
André Luis,Moreirense,POR-League,52.79560131924025,66.62583214826402,46.32918756292465,53.63732807155226,81.80801789456042,87.71274280382725,30
Luismi,Moreirense,POR-League,,,,,,,22
Hildeberto Pereira,Portimonense,POR-League,60.980639927912705,76.1521767032272,30.052596729957298,71.0397493407911,69.49157501225874,62.82596378200084,28
Rildo,Portimonense,POR-League,44.7439228381723,61.030058912004925,36.56485036259034,59.32889007671564,46.12434974436859,56.51078553390957,24
Ronie Carrillo,Portimonense,POR-League,57.46367493840548,51.047109819117544,37.880259111605035,45.92079494632374,76.6831884643868,69.08431645425235,27
Evanilson,Porto,POR-League,77.58460259880884,61.296015643275744,42.61592573648444,63.45704721240376,85.04152857020127,59.26761843994728,24
Mehdi Taremi,Porto,POR-League,62.37090064044285,54.14118037740333,33.22485287735216,58.29715034568186,79.25606001980961,64.26669404389057,31
Toni Martínez,Porto,POR-League,83.89139213723884,56.26966307440576,30.904266854971986,27.498312567768775,64.03100533099554,77.21642831774078,26
Abdul-Aziz Yakubu,Rio Ave,POR-League,53.80804275228114,46.48800642142994,14.3481309709961,37.18169325139398,73.06673196411904,69.0920117819662,25
Emmanuel Boateng,Rio Ave,POR-League,69.82889627528174,74.14962371961894,33.53764689212883,61.00773526955741,61.46897388814825,77.80218997447264,27
Leonardo Ruíz,Rio Ave,POR-League,54.94379665679232,35.301054228645775,51.53689016733162,37.88912621752124,42.56147520835022,63.71639637604678,28
Zé Manuel,Rio Ave,POR-League,69.04664705264707,43.681380342856826,36.46210670821588,55.87929519604688,74.43994865425445,40.50023409246572,33
Viktor Gyökeres,Sporting CP,POR-League,88.50933217868932,82.49575749808233,31.63735454291189,90.70360423218054,77.63254290299554,66.45026597959362,25
André Silva,Vitória,POR-League,64.4297575445101,48.14429110307694,48.67970713584464,45.3640656213566,75.33586034689026,69.19521149336435,26
Samuel Essende,Vizela,POR-League,75.01710394679453,73.54976041151595,32.200859165835226,59.31912878472679,55.86137406476593,89.33607305105909,26
Sava Petrov,Vizela,POR-League,65.93714151122224,90.89501028490649,33.54474616539481,86.65113270047193,36.30950091583103,53.96147849811883,25
Gabriel Ávalos,Argentinos Jun,ARG-League,70.32385044818949,50.53886232594993,38.53697813264115,45.98775102726742,82.23957913337814,82.76978674867578,32
Gastón Verón,Argentinos Jun,ARG-League,37.83949974700202,54.675191381198964,54.875282785667856,57.63186098586344,78.44732578463568,77.45712989287546,21
Leonardo Heredia,Argentinos Jun,ARG-League,77.2125634427585,58.875891847544395,54.25261721479756,61.937187353805434,83.67225494342017,65.20099611295612,27
Thiago Nuss,Argentinos Jun,ARG-League,55.90731994607878,85.6822971508993,21.747544971288942,81.40734174681805,46.751614632533354,58.590066964607466,21
Facundo Pons,Arsenal,ARG-League,51.35809110422732,51.24598765352813,39.19491834016527,49.93505038980063,56.67291288023899,78.42170770657891,27
Flabián Londoño,Arsenal,ARG-League,63.46747367650543,60.67330702205873,7.769626878360393,54.6908235284587,45.18313764736392,80.52248817427777,22
Luís Leal,Arsenal,ARG-League,69.70369819526657,75.47819821476642,37.23678901645613,68.7879850606478,50.3827499512702,71.49323199742447,35
Andrés Chávez,Banfield,ARG-League,63.934501438606006,88.18818218407061,37.27163913550268,74.21237090426285,54.02231651941294,85.28044338844093,31
Milton Giménez,Banfield,ARG-League,59.52070257416479,63.223313940182415,27.681284228671103,55.04417886705069,66.86297790293634,82.19798844808453,26
Nicolás Sosa,Banfield,ARG-League,53.498517289616544,62.985457876727594,20.545635129142727,55.726256286133136,63.90991439678597,82.89907555476934,26
Sebastián Sosa,Banfield,ARG-League,57.95165951405472,46.45407948260845,39.74668940910631,32.52441012728633,78.97975893486488,89.33725188937692,28
Alan Cantero,Barracas Central,ARG-League,58.00987246376692,100.0,30.018138430567404,95.98044649969452,43.022912891270266,64.8486913747509,24
Alexis Dominguez,Barracas Central,ARG-League,49.61566174039072,53.54528237272774,35.09363486705174,43.58892061625135,49.84207862668521,80.7298594951768,26
Bruno Sepúlveda,Barracas Central,ARG-League,51.476044918842724,54.493783621298974,25.043856974808993,50.22753647600108,70.89209722074389,77.06930928570745,30
Ricardo Centurión,Barracas Central,ARG-League,45.319071095263865,73.9183567215942,61.01989486869191,86.6768558398197,64.91647648541975,44.92055972407041,30
Franco Jara,Belgrano,ARG-League,52.3342514495574,52.938761341372775,18.314641924468944,53.45191229903351,78.66006831986186,57.87772150223556,34
Pablo Vegetti,Belgrano,ARG-League,67.92499547134192,57.958948844728994,41.46053805311824,44.1869137107559,54.84471928495783,90.40833951220922,34
Darío Benedetto,Boca Juniors,ARG-League,55.00865247191942,30.415644535642866,38.23199694157453,29.218911746442057,64.62107759396561,57.45868597310232,32
Miguel Merentiel,Boca Juniors,ARG-League,65.71381637540223,52.78934027018646,51.063696544092565,54.70090699592992,56.69261345420562,56.3480280031666,26
Juan Manuel García,CA Huracán,ARG-League,63.38088773475159,52.95507905992432,24.925587528623574,37.430998112924826,74.80197911420525,85.55978784589797,30
Matías Cóccaro,CA Huracán,ARG-League,52.724238730090256,68.64684741989322,23.455266925845283,59.062973235923074,66.47736237200601,86.92169761456078,25
Nicolás Cordero,CA Huracán,ARG-League,61.73641493809819,42.3911991273673,40.511912895004684,21.28880467070819,57.53416531137036,94.62915839224432,23
Daniel Juárez,CA Unión,ARG-League,41.459016604099595,67.98407867446568,58.637238738380596,72.43821504907835,68.81538648662065,60.787044883530704,21
Ezequiel Cañete,CA Unión,ARG-League,42.78897527871802,49.10112599763938,65.35518022810406,49.881592520935726,70.22587638536363,61.71679275582081,23
Jerónimo Domina,CA Unión,ARG-League,55.164806461523355,71.39187930434746,38.48148307139172,70.81249177441848,69.86833800637285,71.43480420116576,17
Junior Marabel,CA Unión,ARG-League,66.2349093762781,67.18541968601679,30.085494410230478,63.96653932055296,41.52229137943281,75.08455044731387,24
Mauro Luna Diale,CA Unión,ARG-League,45.84142994736867,70.36194285607888,45.11107241240612,77.7449478795344,77.04045202699935,65.92355274067437,23
Brian Farioli,CC Córdoba,ARG-League,35.56021718058185,53.175715624326834,65.81762729856403,70.00974083621381,82.64469443516934,41.42075471087606,24
Cristian Torres,CC Córdoba,ARG-League,66.2419760902538,68.26254374828774,26.932867201460326,61.78048887028875,69.20813966482076,72.02812037341754,23
Facundo Castelli,CC Córdoba,ARG-League,,,,,,,27
Lucas Gamba,CC Córdoba,ARG-League,50.67787069240931,62.842368385224226,40.13549168677915,67.52357482281619,81.41940488774705,63.94142129828673,35
Facundo Farías,Colón,ARG-League,53.25395356137649,69.74350646437067,51.09935759095953,94.23283227507588,75.7902498778049,10.848597062053242,20
Jorge Benítez,Colón,ARG-League,54.76911631353717,68.8786748021861,47.40447061578902,74.61893631637363,47.99886057436975,73.57681931206639,30
