player,team,league,poacher_score,outlet_score,deep_lying_score,dribbler_score,creator_score,target_man_score,age
Dušan Vlahović,Juventus,ITA-Serie A,80.31862492256175,49.078458172026856,56.41355679825051,53.54365116037442,73.0715583195823,63.70421052349434,24
Federico Chiesa,Juventus,ITA-Serie A,55.407035952329544,60.84786058538477,64.29838361431533,91.54067489793255,89.996712216408,3.000869988533593,26
Kenan Yıldız,Juventus,ITA-Serie A,45.07706811793079,77.30804722480691,69.92816631134087,85.1676327552872,87.47922052864526,55.5462566777735,18
Moise Kean,Juventus,ITA-Serie A,39.769621031748734,69.62495001007335,31.88450514380754,71.50018237073716,30.975538050958985,48.46500465448388,24
Ciro Immobile,Lazio,ITA-Serie A,55.750212981114956,36.605522022504985,50.89519627949335,46.37905879330162,67.79646186132692,43.39523348250011,34
Valentín Castellanos,Lazio,ITA-Serie A,61.05149802828061,51.07030981806937,51.2848525418068,44.731765961283216,72.84200644405155,74.58721403754271,25
Nikola Krstović,Lecce,ITA-Serie A,59.16077714365292,48.81851164387726,58.34579538795756,48.024194217126016,80.31899425025581,74.7103186228198,24
Roberto Piccoli,Lecce,ITA-Serie A,63.00431915744241,69.20487772975449,60.83057060744821,54.13548824943374,51.45998500257842,76.49228390942676,23
Luka Jović,Milan,ITA-Serie A,64.93725832836432,34.77401226168513,55.080260888797284,21.234373223944097,73.28681228446207,52.65549241875438,26
Olivier Giroud,Milan,ITA-Serie A,60.227404374662775,20.19454061518806,48.025518429870814,13.696961806741081,80.83507843257308,70.09526913441871,37
Lorenzo Colombo,Monza,ITA-Serie A,56.85153370937178,56.45763525469442,36.29529468215104,52.451328543516595,56.19067940327997,64.85172829883386,22
Milan Đurić,Monza,ITA-Serie A,0.0,21.395565237631303,87.893407682533,0.0,54.265180947084716,79.4562251511126,33
Giacomo Raspadori,Napoli,ITA-Serie A,50.6036952994471,32.04900731376392,68.3434537540616,50.96513549490401,82.8375483549442,29.644735736716086,24
Giovanni Simeone,Napoli,ITA-Serie A,65.39814218176964,54.808639518336136,40.82810028375807,45.60018283878233,63.114037029917704,60.921449353169386,28
Victor Osimhen,Napoli,ITA-Serie A,73.96206957886365,62.00188972472104,27.640089032735947,48.8060908779109,54.05859848237199,64.2288172659952,25
Andrea Belotti,Roma,ITA-Serie A,69.25203253962269,73.40387906703198,36.28030687996816,67.8580655308148,72.00436681905396,62.595587384567196,30
Paulo Dybala,Roma,ITA-Serie A,50.31791533928026,49.07310350370473,67.00047788035614,84.12642833611368,82.22603223943237,21.708108383198375,30
Romelu Lukaku,Roma,ITA-Serie A,59.21905678557705,50.78967458399042,51.53344391631377,50.19080084150047,67.1983306487503,66.22244974996687,30
Sardar Azmoun,Roma,ITA-Serie A,69.50715748659822,43.65505212341367,66.5961578272849,54.64256487511802,70.51536327710855,53.414541866993815,29
Boulaye Dia,Salernitana,ITA-Serie A,51.03521269891919,70.86897827742581,53.47259104969526,73.0543468296195,68.38833172831836,47.282781753937044,27
Chukwubuikem Ikwuemesi,Salernitana,ITA-Serie A,59.40392715695915,71.42197090538257,21.74762021849706,54.355320485845624,60.58677834619009,72.30471909904598,22
Loum Tchaouna,Salernitana,ITA-Serie A,41.34094637655829,70.4865782391135,76.67516031960176,76.76983581970609,72.21283813007264,49.14258463540344,20
Simeon Nwankwo,Salernitana,ITA-Serie A,52.70741273636334,52.24532093770894,31.568677225041537,29.843482559788143,30.309329572213706,77.95640339738635,31
Andrea Pinamonti,Sassuolo,ITA-Serie A,54.086271334742406,33.67187816292794,51.657437779941375,25.50160842891399,57.10352628116857,77.51136138114751,24
Antonio Sanabria,Torino,ITA-Serie A,47.13038383650472,51.37080635111451,62.82442024728222,44.33300542487702,60.184071232933476,73.43401932624562,28
Duván Zapata,Torino,ITA-Serie A,66.45112648549343,78.86219773680419,50.76055479060149,72.45383052766343,63.04257580027293,80.31495007586197,33
Pietro Pellegri,Torino,ITA-Serie A,35.267182391611044,76.88427854326319,38.01860854674739,57.946693458957995,0.0,72.75497249523502,23
Florian Thauvin,Udinese,ITA-Serie A,53.15430754176093,75.08843821267813,74.92240231347377,96.04976021973233,99.39481069812531,43.942983839860645,31
Isaac Success,Udinese,ITA-Serie A,46.25401073435094,79.82644054522471,41.27416068422895,76.37575241751891,78.05150298604316,73.08273335864209,28
Lorenzo Lucca,Udinese,ITA-Serie A,58.72242184110211,35.54566613826258,43.81730889922926,30.45092563646574,60.889541792996084,83.94157239620534,23
Roberto Pereyra,Udinese,ITA-Serie A,38.96534229004906,37.64452820136985,79.04794032916409,64.88090986316165,87.62825372286225,22.08607577243841,33
Dion Drena Beljo,Augsburg,GER-Bundesliga,69.43424012745288,81.06828055051936,60.291588969028034,80.50577013761966,82.59206440637878,59.437522664347455,22
Ermedin Demirović,Augsburg,GER-Bundesliga,72.61378562480962,52.821704829520165,41.67778467121433,49.51179012405055,80.05781287565736,71.00628045411258,26
Phillip Tietz,Augsburg,GER-Bundesliga,63.79303647866175,51.84376761851066,50.85202053097995,40.791092718264736,79.10467764506556,84.47353062083339,26
Sven Michel,Augsburg,GER-Bundesliga,58.166278594011054,55.898383208454305,33.90135167313383,57.00058658961042,82.68246288234215,66.2737102530212,33
Harry Kane,Bayern Munich,GER-Bundesliga,77.9786129949861,41.200312043496325,63.74095702506665,44.82601181253847,75.85930345539809,52.79160777375264,30
Gonçalo Paciência,Bochum,GER-Bundesliga,64.51716580490579,61.84987280503555,62.5904865170922,60.34746663226564,76.67261876387686,67.65868041656506,29
Moritz Broschinski,Bochum,GER-Bundesliga,45.41902562329858,79.9749656960585,34.87991157505007,54.2436095972902,70.89016174313406,78.27184980216592,23
Philipp Hofmann,Bochum,GER-Bundesliga,58.47476905915169,29.49747228321304,50.486384396638094,6.669932150524083,80.82410217941936,90.26262537892482,31
Takuma Asano,Bochum,GER-Bundesliga,61.92609985069749,86.98883156500592,58.01281850474932,71.81660971260617,71.63771156131851,52.86923287506317,29
Luca Pfeiffer,Darmstadt 98,GER-Bundesliga,45.8824334940089,54.11480638645722,64.42829972931476,41.59257299517511,72.66933898163896,77.21401675991726,27
Mathias Honsak,Darmstadt 98,GER-Bundesliga,41.592222890563576,64.08543116576995,46.43612296077012,62.12279864055756,63.10826298760739,50.144791059863095,27
Oscar Vilhelmsson,Darmstadt 98,GER-Bundesliga,40.60992822170311,57.572835112660584,62.773083445401355,30.953070099574497,70.19344426420449,73.68939465782434,20
Sebastian Polter,Darmstadt 98,GER-Bundesliga,49.33147828409092,55.15299372673341,63.30039379374954,25.904663887514555,70.76505144170619,70.90644068307321,33
Tim Skarke,Darmstadt 98,GER-Bundesliga,43.81991271942078,61.07247071228969,82.31153329223733,70.40467849114808,74.82106792351907,44.143193991225715,27
Niclas Füllkrug,Dortmund,GER-Bundesliga,56.939308502413134,39.20586229607538,51.33304148366998,32.65324203440863,82.38016813858586,77.40881406322299,31
Omar Marmoush,Eint Frankfurt,GER-Bundesliga,61.714527706520386,77.85342189417882,51.49949544119087,78.30263444919395,78.8301553691257,54.75134559168938,25
Lucas Höler,Freiburg,GER-Bundesliga,63.92075888720884,50.35903719094933,47.71090816889731,41.31886471714147,76.91064009177485,78.86835587355012,29
Michael Gregoritsch,Freiburg,GER-Bundesliga,72.39639818839147,45.901424652652736,57.204094124617754,37.8655089005486,66.83000360059872,82.23694018562855,29
Roland Sallai,Freiburg,GER-Bundesliga,53.13240918449972,63.71083048992256,65.73393196941912,71.40629078833012,89.6006480274792,58.38554962872,26
Tim Kleindienst,Heidenheim,GER-Bundesliga,60.641124404892096,58.30430357657317,53.90046784913905,57.97584792029923,63.098420885536655,88.71529746441092,28
Ihlas Bebou,Hoffenheim,GER-Bundesliga,56.27943414208089,61.859633827827984,57.29772691999605,72.5417432800784,66.97841371031498,59.60239415668384,29
Maximilian Beier,Hoffenheim,GER-Bundesliga,71.65352139557712,67.46839944347803,46.086044506704106,70.2143264736152,65.88765686719623,52.9048626955418,21
Wout Weghorst,Hoffenheim,GER-Bundesliga,60.509058034417784,40.560177139403926,45.677021890888675,34.59625017105524,90.06941852925051,76.19865552937036,31
Davie Selke,Köln,GER-Bundesliga,69.66617666847314,51.13432516456287,49.756521859192496,30.606459658278645,56.36496818461214,85.65861773625461,29
Jan Thielmann,Köln,GER-Bundesliga,34.918641232104825,74.15807153583111,61.24970470756866,74.22178739633715,66.88930386815376,53.71022693930071,21
Sargis Adamyan,Köln,GER-Bundesliga,57.881094572426136,62.582582801931565,94.60934761371996,48.18745478606003,78.52934020316809,54.96791346852821,30
Steffen Tigges,Köln,GER-Bundesliga,51.28527080111309,58.246755516158146,61.88820545900595,42.17476473228244,77.13523318314498,75.40264917409918,25
Patrik Schick,Leverkusen,GER-Bundesliga,64.67774161804148,38.008994110937614,53.83944926592578,23.076959025430256,74.53819041132382,59.30138496504147,28
Victor Boniface,Leverkusen,GER-Bundesliga,81.02238515775096,62.858984373317874,34.2255680719909,77.4668910259757,71.08851211563578,51.66425112171093,23
Alassane Pléa,M'Gladbach,GER-Bundesliga,56.78007308635817,51.94884518406722,69.34453777047847,77.99051752916851,90.23640420732127,37.53415606883117,31
Jordan Pefok,M'Gladbach,GER-Bundesliga,57.41083567444273,37.21795301076673,53.48316716187653,20.94281162266872,86.85098713005792,77.2361300329422,27
Nathan N'Goumou,M'Gladbach,GER-Bundesliga,55.07963362168958,72.70167518897034,56.43952067270095,82.29075385622959,78.05654021020048,41.90903965788747,24
Tomáš Čvančara,M'Gladbach,GER-Bundesliga,61.90306356613407,56.87182188586385,52.410082067269904,54.88388262295805,65.05277761053156,63.27427238326688,23
Jonathan Burkardt,Mainz 05,GER-Bundesliga,47.57151391619859,79.27532724304436,62.26451027091192,63.62123243758402,55.08329845423701,52.19562014178245,23
Karim Onisiwo,Mainz 05,GER-Bundesliga,46.0049692164968,74.72710798878659,32.62295315177145,63.275193966549004,72.39527328989875,70.6244150793884,32
Ludovic Ajorque,Mainz 05,GER-Bundesliga,58.74400870637287,24.876441884210763,48.959560873416265,13.885712066297899,77.80279826345645,85.03601037228617,30
Benjamin Šeško,RB Leipzig,GER-Bundesliga,68.35550619140032,50.278042176707515,52.29895876293986,53.230923341968165,60.80209830951476,65.05863914737346,20
Loïs Openda,RB Leipzig,GER-Bundesliga,88.68637111378565,62.85840324210985,48.42234053081888,65.87348292969446,75.27097564659016,47.53046745514506,24
Yussuf Poulsen,RB Leipzig,GER-Bundesliga,58.71574610954623,37.824410610278335,54.812627584790754,38.18697166836256,83.26979518637093,61.1995580907105,29
Deniz Undav,Stuttgart,GER-Bundesliga,71.72096557227468,50.4560535924896,70.81423942131482,59.919538684094064,87.2589169172606,47.26397583348324,27
Serhou Guirassy,Stuttgart,GER-Bundesliga,79.74752490630895,49.58261548380199,71.63108434326558,44.770100016916984,93.6835282894973,69.80055097863558,28
Benedict Hollerbach,Union Berlin,GER-Bundesliga,57.41176895138599,85.32231654835489,42.49525695590339,90.25102780499009,75.14067272268349,55.65037712370634,22
David Datro Fofana,Union Berlin,GER-Bundesliga,63.53928244944286,83.43927314561067,26.902700620529835,90.10343065850768,56.67948668750278,51.77607967246342,21
Kevin Behrens,Union Berlin,GER-Bundesliga,64.91847888306734,60.22934439613786,48.86397640046031,42.17604713695806,74.4321695312568,90.779944917817,33
Kevin Volland,Union Berlin,GER-Bundesliga,45.58010880964877,44.897243920001635,71.47079158753938,43.411475890375314,86.9524925009499,58.7187702129,31
Sheraldo Becker,Union Berlin,GER-Bundesliga,42.52350139110661,69.21102372012156,61.30291384189176,88.01354486932662,86.13402380597573,2.7228735315534545,29
Justin Njinmah,Werder Bremen,GER-Bundesliga,71.2932788609954,76.07543023481793,50.081130147662755,87.5957208898159,85.09280863912937,42.82456311670464,23
Marvin Ducksch,Werder Bremen,GER-Bundesliga,47.38596843660247,15.583392933603918,77.48468119640674,33.35434893807264,87.34127888625997,50.38069404256539,30
Nick Woltemade,Werder Bremen,GER-Bundesliga,44.74622135065627,63.74449203087635,45.09727292605633,65.92576940433193,93.76072755573695,59.45997366669328,22
Rafael Borré,Werder Bremen,GER-Bundesliga,59.61118631286065,64.30448270102674,47.168500921692406,63.28863799132276,80.76777917632856,67.44861369033146,28
Jonas Wind,Wolfsburg,GER-Bundesliga,55.77507276187661,38.682770980399475,63.560916227223316,29.73308685429123,84.61653707003887,81.49162369629278,25
Kevin Behrens,Wolfsburg,GER-Bundesliga,52.490304639205476,44.402976362451966,42.640622186441625,28.049852036372307,64.51507340802219,75.66026939712299,33
Martin Satriano,Brest,FRA-Ligue 1,47.62245162913754,63.7900656279059,61.02724309178388,47.89943645722827,70.90058756071937,77.51044774819921,23
Steve Mounié,Brest,FRA-Ligue 1,65.36303312874033,58.241106799798416,50.480440578763755,40.0795358019892,53.90463540985766,88.70911348147314,29
Alan Virginius,Clermont Foot,FRA-Ligue 1,11.271347353907577,36.67429832407623,34.84994023038166,42.06530580765685,61.29572431645941,26.947422162988904,21
Grejohn Kyei,Clermont Foot,FRA-Ligue 1,56.15651565127712,55.398994540054545,54.574491638125835,59.945210163723,65.45151368850168,67.15847620783488,28
Shamar Nicholson,Clermont Foot,FRA-Ligue 1,55.40727449617437,61.011596406072144,56.16433651645093,53.26035950084206,75.59088022674568,78.69909580820666,27
André Ayew,Le Havre,FRA-Ligue 1,48.66444339933086,33.124141439392126,89.77117606067162,13.466481990337739,14.241812960478766,75.36056464047654,34
Mohamed Lamine Bayo,Le Havre,FRA-Ligue 1,58.51977205831387,57.53354684164821,56.56786271747318,61.12958018358366,68.27159100547671,69.46433330141159,25
Nabil Alioui,Le Havre,FRA-Ligue 1,52.21259208169339,51.186340499627704,67.05583568168474,78.69023476281049,91.71971736174167,43.78535950550174,25
Samuel Grandsir,Le Havre,FRA-Ligue 1,54.03961720441149,54.11204109000308,63.00461561165,88.62310635543797,74.81938323594586,12.994099277913365,27
Elye Wahi,Lens,FRA-Ligue 1,63.60588760981829,66.59069202651403,54.21589704889607,63.335076883084,53.454958298057754,51.269642511118406,21
Morgan Guilavogui,Lens,FRA-Ligue 1,65.05853995045159,61.73139032432472,48.308745239583835,68.70122325274313,85.8348908641424,49.75341058072037,26
Wesley Saïd,Lens,FRA-Ligue 1,79.18688795603866,52.09104939488326,63.079344258528856,56.81220624374325,76.84964922697768,42.80882110928059,29
Jonathan David,Lille,FRA-Ligue 1,66.3008301047555,55.094954563947,69.19830446451472,58.650174585279245,74.76577090920694,48.893732646568196,24
Yusuf Yazıcı,Lille,FRA-Ligue 1,56.50462987267693,45.253771344211586,67.61085884166424,66.6301874752855,79.08456972521178,33.081930850714414,27
Bamba Dieng,Lorient,FRA-Ligue 1,66.71580599191736,60.35803637640378,46.67097554121404,47.56250309223058,75.52403367546819,70.0107307488078,24
Eli Junior Kroupi,Lorient,FRA-Ligue 1,63.352942372962794,36.26215213783196,52.8651001130764,38.48880652158553,68.99325530769859,51.91303538191979,17
Muhamad Bamba,Lorient,FRA-Ligue 1,,,,,,,22
Alexandre Lacazette,Lyon,FRA-Ligue 1,63.76698657179575,37.09248353434075,57.3179407744493,45.15778622276825,64.92326473115307,54.824265702491736,32
Mama Samba Baldé,Lyon,FRA-Ligue 1,69.67754107042506,81.22040607428198,43.50699963911603,77.33279807182771,74.36672268848149,53.293438570408355,28
Iliman Ndiaye,Marseille,FRA-Ligue 1,47.8698888609141,50.3887692166577,56.18135874814729,78.95483143790669,74.49709303216629,25.72790104423105,24
Pierre-Emerick Aubameyang,Marseille,FRA-Ligue 1,68.40814430594013,58.8080614280858,65.40518894086932,61.85851211105561,76.03087346007119,52.648464336070745,34
Vitinha,Marseille,FRA-Ligue 1,74.0261276998712,61.012611158351895,35.38433342726109,68.32986644593315,86.70329350262455,54.197555351168184,24
Didier Lamkel Zé,Metz,FRA-Ligue 1,56.511767375829244,71.94218075523358,78.11984612984467,82.45567275040081,76.97228300184481,60.982304017107936,27
Georges Mikautadze,Metz,FRA-Ligue 1,64.3889560856871,63.63043788547069,71.55988493052473,77.57838229928828,60.61503248274159,47.212743142042456,23
Simon Elisor,Metz,FRA-Ligue 1,59.54062106900619,73.24473646670154,27.400871111932712,60.81045250587627,72.46509420842104,82.63675020194549,24
Folarin Balogun,Monaco,FRA-Ligue 1,77.42161481377762,59.90039066613695,35.4706919512111,67.43717566286288,78.21150060188268,37.30526201655788,22
Wissam Ben Yedder,Monaco,FRA-Ligue 1,67.13204035948851,53.012018855249075,61.00688090419156,62.01257388942513,85.92649533491166,45.00563778704879,33
Akor Adams,Montpellier,FRA-Ligue 1,71.89452345155132,73.60607853790235,49.84429664702014,63.17210168003463,63.26326913845312,77.38574775832686,24
Tanguy Coulibaly,Montpellier,FRA-Ligue 1,44.596729223345456,65.40216161049999,35.80434204318411,73.18249866021758,65.9579554901572,40.21165174638934,23
Matthis Abline,Nantes,FRA-Ligue 1,62.97715746870474,62.92820940739654,50.92730972530182,55.129917021299526,87.5921179059446,58.20379170477954,21
Mostafa Mohamed,Nantes,FRA-Ligue 1,51.99606969742165,59.429161354539126,46.28212174615684,43.78648901794885,58.46852415310298,76.2222401284404,26
Tino Kadewere,Nantes,FRA-Ligue 1,67.24309766102631,67.91604060340384,58.16993580329072,53.19632092868669,91.18967459860534,71.97498647807448,28
Evann Guessand,Nice,FRA-Ligue 1,64.99370232529421,67.55550989160551,31.133047707726586,70.22466546653061,66.21433466283361,60.47331335101871,22
Terem Moffi,Nice,FRA-Ligue 1,60.1290775591583,55.40396935176183,55.81321467574555,57.66377306932022,70.35956196585137,58.96045594104004,24
Gonçalo Ramos,Paris S-G,FRA-Ligue 1,65.88324698651832,33.71794869623494,58.88812229488435,34.40399579374702,57.09759951291122,57.85217184756553,22
Kylian Mbappé,Paris S-G,FRA-Ligue 1,76.95138597489935,49.905258973512915,62.267703318381365,88.459544956191,76.04692160150847,5.236122318462666,25
Randal Kolo Muani,Paris S-G,FRA-Ligue 1,67.48396765552476,58.56493190331082,38.40270331156715,70.11940978068704,81.51178392785089,37.63224020147106,25
Mohammed Daramy,Reims,FRA-Ligue 1,53.77597904671849,63.86843140333603,52.297336133632264,93.65524804857708,82.27475679066416,27.18787589079562,22
Oumar Diakité,Reims,FRA-Ligue 1,61.910474468716515,58.57394037226425,41.122486802688556,54.41655364037179,62.56704368778112,59.98977471463828,20
Reda Khadra,Reims,FRA-Ligue 1,28.7164369296407,51.3892388995243,62.9788538986395,74.4126371484884,85.0518504639356,0.0,22
Amine Gouiri,Rennes,FRA-Ligue 1,54.616775570435316,52.616982843185035,69.25910810480347,78.77140620805831,67.5313320695272,43.74230730226278,24
Arnaud Kalimuendo,Rennes,FRA-Ligue 1,49.18900268030244,52.94426426484203,61.65820055686346,47.85189284371789,76.15997052084236,43.60457694130096,22
Martin Terrier,Rennes,FRA-Ligue 1,61.463869332829134,57.43457160169007,66.22404871077319,59.2185966383838,82.5614266361118,61.172778935899515,27
Dion Moise Sahi,Strasbourg,FRA-Ligue 1,75.99046335322166,52.9380217809286,59.417066346933446,77.29089693620789,83.66888660954096,35.71001536959598,22
Emanuel Emegha,Strasbourg,FRA-Ligue 1,67.39915992728072,66.51527777469406,37.50450777366847,55.296833378917576,35.71037172651493,71.91659709120489,21
Kévin Gameiro,Strasbourg,FRA-Ligue 1,40.334775135985915,39.654123837101515,72.73554663722466,58.958579584852046,89.80623474413977,22.06731133079974,36
Lebo Mothiba,Strasbourg,FRA-Ligue 1,93.50222296251518,73.60066366038656,35.16839549740199,58.454835225418364,63.16791187970454,73.88358234951798,28
Frank Magri,Toulouse,FRA-Ligue 1,50.00771805078051,77.49679295026023,49.257212416278676,67.91639949723428,62.30130548413973,68.51634768840407,24
Thijs Dallinga,Toulouse,FRA-Ligue 1,59.87755290196797,58.472110756225305,65.99126417446666,49.448423923330395,60.45873718881322,68.99142209494696,23
Vangelis Pavlidis,AZ Alkmaar,NED-Eredivisie,87.5617811319575,58.89522312049673,40.46261271354839,72.8301340900158,75.7697399901764,67.4458886455511,25
Brian Brobbey,Ajax,NED-Eredivisie,99.49689924498671,67.19897772113599,27.63059773967046,66.09398588339,87.20100707464601,69.16721075831975,22
Chuba Akpom,Ajax,NED-Eredivisie,90.525441497362,75.79049990319588,28.568867085298074,63.28960084161756,76.40340784228849,72.03316970835253,28
Kornelius Hansen,Almere City,NED-Eredivisie,60.15170943586836,89.3379191458791,25.937675824295425,85.4364072996892,68.18205870256105,60.18946844236952,22
Rajiv van La Parra,Almere City,NED-Eredivisie,52.27976815759574,93.6141684826129,16.339430724688082,91.49050307111979,60.58540204248497,70.11014105599756,32
Thomas Robinet,Almere City,NED-Eredivisie,59.856604756097475,53.13704223259273,40.44928750489037,41.60657701031285,64.03234007719345,89.04881505420217,27
Yann Kitala,Almere City,NED-Eredivisie,72.35425097412079,87.27728333480243,28.203853281042555,74.00649372064557,55.33937668282874,78.27407818668635,26
Lance Duijvestijn,Excelsior,NED-Eredivisie,67.31339746204985,42.24985598151431,55.183223277220094,60.873542669409176,87.92242754580404,49.20975503559463,25
Nikolas Agrafiotis,Excelsior,NED-Eredivisie,76.36946593701394,49.60950016256367,37.32470291345754,47.88143559383698,80.07833534641316,78.39534145139618,24
Richie Omorowa,Excelsior,NED-Eredivisie,65.76189586925885,21.466451063720587,36.76858530928076,19.37192821742352,52.23837083596186,71.37420831998169,20
Troy Parrott,Excelsior,NED-Eredivisie,75.15388262665572,76.56076434535586,42.65721548123906,75.08381679599361,83.48630395382159,69.95029202963819,22
Ayase Ueda,Feyenoord,NED-Eredivisie,100.0,62.77393481147316,25.7679768989721,54.20700013681354,81.68356731846576,68.65470438648872,25
Santiago Giménez,Feyenoord,NED-Eredivisie,96.32547620089281,64.17857319200874,20.633825422614333,68.09064114829809,68.99830589208054,62.29326687989164,23
Kaj Sierhuis,Fortuna Sittard,NED-Eredivisie,72.44303536058152,74.45565079382843,49.95836882690868,71.04598700815372,81.82055684908983,84.9489277738902,25
Sylla Sow,Go Ahead Eag,NED-Eredivisie,85.4745102026335,69.14624359713657,26.642316587623778,73.7914593317596,72.73418805128041,49.198485816985226,27
Thibo Baeten,Go Ahead Eag,NED-Eredivisie,47.06863806500081,74.04892648969158,28.798687695593962,79.17336755787933,78.70013874822497,60.73839652385613,21
Victor Edvardsen,Go Ahead Eag,NED-Eredivisie,62.14196450509739,62.781626686528334,49.6431467309227,55.46134259791815,71.12321467815569,62.7456083771684,28
Ion Nicolaescu,Heerenveen,NED-Eredivisie,89.3068378388698,65.87666799993268,28.597910812811328,57.36765562926783,27.304490049408024,67.49782975805215,25
Pelle van Amersfoort,Heerenveen,NED-Eredivisie,70.6334189480989,49.74599163594882,47.81768276776249,39.148959754495564,67.33627072855028,86.72190467511916,28
Jizz Hornkamp,Heracles Almelo,NED-Eredivisie,68.56983177666152,43.147607453584946,52.612301369769355,37.77088401605354,83.22438323196499,82.14542262201275,26
Mario Engels,Heracles Almelo,NED-Eredivisie,60.364255168419476,54.62445521153779,39.870233078303514,68.70637346457455,75.33971821281277,37.785324039318056,30
Mohamed Sankoh,Heracles Almelo,NED-Eredivisie,88.53922396010249,59.75928019502636,35.19658379214947,55.8542797621613,61.605972055294835,71.66685309340133,20
Bas Dost,NEC Nijmegen,NED-Eredivisie,83.956941940279,10.97706257149214,49.70545819570041,7.280347440230581,79.07834737761998,87.97629172420672,34
Koki Ogawa,NEC Nijmegen,NED-Eredivisie,54.77675156174351,41.02135793674202,25.029360248557587,22.18527067265249,49.59494385754128,84.20601191031855,26
Luuk de Jong,PSV Eindhoven,NED-Eredivisie,86.020707472224,19.16683133234376,45.04668841383792,16.699952642058946,91.78443907811968,81.79979401662602,33
David Min,RKC Waalwijk,NED-Eredivisie,62.80124927827554,68.67275841265462,36.65849491890633,67.71274637556431,67.41083033435365,67.55149495162264,24
Michiel Kramer,RKC Waalwijk,NED-Eredivisie,60.25939702335581,28.985327739317047,41.1142140544795,19.043201191982025,70.80438298119097,85.74490710328287,35
Charles-Andréas Brym,Sparta R'dam,NED-Eredivisie,54.160255892474154,79.44095779530109,44.92838627661359,80.93277463797027,75.22037566675755,62.10980649540523,25
Tobias Lauritsen,Sparta R'dam,NED-Eredivisie,66.5267930803282,39.299009075745694,48.58193412758259,39.12805633445999,84.07579450622413,97.42201013143804,26
Manfred Ugalde,Twente,NED-Eredivisie,75.5229644123189,58.16237923128875,38.647992001575524,60.97693262266103,82.77492287524163,67.47306218031291,21
Ricky van Wolfswinkel,Twente,NED-Eredivisie,82.76483086200915,42.92451387975555,35.26484658047406,44.741133570895606,76.56086464124446,68.33657112528049,35
Isac Lidberg,Utrecht,NED-Eredivisie,74.28139395855591,67.67559567489607,28.859027557612947,46.849072176951054,60.61419635505641,73.49516925261929,25
Mats Seuntjens,Utrecht,NED-Eredivisie,53.65065808768268,60.488647038174456,60.63330769231362,73.42196942044909,88.73248359836636,47.2875404991361,32
Sam Lammers,Utrecht,NED-Eredivisie,71.97784832237531,45.892432860026936,41.034954293827404,52.669824309540104,76.40970505664065,68.39601583964206,26
Mexx Meerdink,Vitesse,NED-Eredivisie,52.05381965743354,51.38699149169579,51.53348212333143,52.979033060499006,77.86885498138805,72.84716696330375,20
Saïd Hamulic,Vitesse,NED-Eredivisie,37.625106746514724,69.79754902649701,30.792619676889522,60.30920084749519,43.24065783042339,63.804009110554404,23
Lequincio Zeefuik,Volendam,NED-Eredivisie,59.60888913668697,67.72875551682831,31.38205189757466,66.01107677154415,54.26439331478132,79.66607475817935,19
Robert Mühren,Volendam,NED-Eredivisie,85.37044509393664,27.639519581686976,38.07511391204171,19.780309110472984,63.859201300562276,70.14970027089971,34
Vivaldo Semedo,Volendam,NED-Eredivisie,61.91243037711136,52.784030966704144,51.185639156082864,46.20641237967848,54.81067355588216,74.52883187339923,19
Apostolos Vellios,Zwolle,NED-Eredivisie,67.0052348306763,34.59441363948455,45.64755996396816,23.96373092112938,68.68876570121904,90.219490675538,32
Ferdy Druijf,Zwolle,NED-Eredivisie,57.34121391241514,36.2426265160907,49.48675382305099,33.71584579782978,78.78282358850143,79.11763030302306,26
Lennart Thy,Zwolle,NED-Eredivisie,61.7490547217475,30.601941589400873,54.34021187432386,36.3261657085806,66.60379631786728,71.67723717274593,32
Jay Stansfield,Birmingham City,ENG-Championship,67.07946076333884,75.82031431325441,29.7611427695919,79.84284810704914,70.19250349197927,43.6005152986194,21
Lukas Jutkiewicz,Birmingham City,ENG-Championship,62.412781455188416,49.77379030075822,53.39192527122633,39.90146434592172,63.96512081934157,89.02304776907923,35
Scott Hogan,Birmingham City,ENG-Championship,55.466913170877305,58.22117883809869,42.8565982766935,43.52067836328786,74.30355742965527,67.68565511254504,32
Harry Leonard,Blackburn,ENG-Championship,60.51583556872768,53.38732594581865,47.34253004463229,49.17739621440953,76.17445630426023,56.80530966467175,20
Sam Gallagher,Blackburn,ENG-Championship,43.51086791949398,67.81134267818916,25.695954305302998,48.72467550750407,65.46723456574665,82.28465734245397,28
Harry Cornick,Bristol City,ENG-Championship,51.45182889033225,84.15989748808762,26.92739412018737,71.03121749051688,74.01404403028809,71.46138035282874,29
Nahki Wells,Bristol City,ENG-Championship,63.786006330155864,65.49873077850758,38.42981305524904,57.55451929359965,81.83104977628267,63.62649165420918,33
Tommy Conway,Bristol City,ENG-Championship,49.95305763653875,65.68657410484788,36.744551431583396,53.071008441963684,73.04110575985126,51.30317652124178,21
Ike Ugbo,Cardiff City,ENG-Championship,72.8195682061302,35.16720372835248,30.559668967241016,34.68434718392642,68.25227280566246,73.11210494015799,25
Kion Etete,Cardiff City,ENG-Championship,50.03407019929275,63.0846111716677,21.046954375944377,50.41673743530893,54.416652465929694,75.4682059107082,22
Yakou Méïte,Cardiff City,ENG-Championship,41.68713539206301,95.60581585107019,35.55109778879412,66.32712346758736,58.16567866074887,95.24443105372163,28
