player,team,league,Progression Score,Defensive Score,Attacking Score,age
Gonçalo Costa,Portimonense,POR-League,59.13450207540407,75.92665622742784,76.38631454336532,23
Moustapha Seck,Portimonense,POR-League,50.06323349307586,55.4243878499624,46.06949909529707,27
Wendell,Porto,POR-League,86.30792693749153,84.17723344101385,81.45906380283814,30
Matheus Pereira,Vizela,POR-League,61.297571234883954,68.9240064913537,78.2616340631475,22
Orest Lebedenko,Vizela,POR-League,65.48281259305335,73.84700296706363,58.77808399051094,24
Adrián Sporle,Arsenal,ARG-League,79.09998101204032,91.87183208031338,69.44677439760119,27
Emanuel Insúa,Banfield,ARG-League,79.71908212628647,88.14363779231826,64.67677341747546,31
Pedro Souto,Banfield,ARG-League,61.90022135193863,37.24821943642653,9.653960645587626,22
Rodrigo Insúa,Barracas Central,ARG-League,64.1131403422513,73.21794783084651,79.67035795817885,25
Lucas Diarte,Belgrano,ARG-League,71.9181792325438,63.60000620215305,64.41209395624101,29
Matias Ibacache,Belgrano,ARG-League,80.3827886175042,39.01498731108232,51.144494022216925,24
Felicia Karlsson,Boca Juniors,ARG-League,47.91434311564898,21.9020501796952,17.697222148452433,29
Frank Fabra,Boca Juniors,ARG-League,90.40472039097153,74.67849903745982,77.99111428238105,31
Valentín Barco,Boca Juniors,ARG-League,45.28698544293056,51.63698900236868,58.6347534037851,18
Andrew Teuten,Colón,ARG-League,48.96772533427574,15.828731887674868,56.83651235081408,24
Rafael Marcelo Delgado,Colón,ARG-League,90.68452818829405,89.40197641204945,82.22677191329129,33
Alexis Soto,Defensa y Just,ARG-League,81.13611529183284,91.31859074158076,70.04969838087823,29
Darío Cáceres,Defensa y Just,ARG-League,66.61431529205487,51.87375026375246,41.94649921943882,25
Emmanuel Más,Estudiantes,ARG-League,64.3771631973398,60.74346491343917,74.64746464212058,34
Gastón Benedetti,Estudiantes,ARG-League,47.38158425960176,80.16905217261538,69.04619896501526,21
Juan Meli,Godoy Cruz,ARG-League,,,,22
Thomas Galdames,Godoy Cruz,ARG-League,64.45690377624665,80.11659053624716,64.63660120658318,24
Ayrton Costa,Independiente,ARG-League,68.52018378754917,97.53130880783988,84.08288280829576,23
Sebastián Corda,Instituto,ARG-League,85.45923643563114,85.48765593753504,68.83937752320037,27
Braian Aguirre,Lanús,ARG-League,76.03565275501168,74.35469052280175,65.80766448928338,22
Juan Sánchez Miño,Lanús,ARG-League,87.80908813137164,69.60099345657757,60.31031160339766,33
Bruno Pittón,Newell's OB,ARG-League,77.59425520398834,79.11106694452579,59.99747138898894,29
Ángelo Martino,Newell's OB,ARG-League,77.70761282182895,68.8704562118743,51.7691564604999,24
Juan Infante,Platense,ARG-League,53.738249990303736,70.64739340213944,44.2258402826145,27
Sasha Marcich,Platense,ARG-League,61.91696112938205,87.51484216894727,84.74787127559046,24
Gabriel Rojas,Racing Club,ARG-League,75.16248878631505,68.31217714747085,62.782094698376035,25
Enzo Díaz,River Plate,ARG-League,90.52909815476808,97.58432867630201,62.36939122716676,27
Franco Quinteros,Sarmiento,ARG-League,51.42245001378242,56.275034349687324,50.12959994652346,24
Gabriel Díaz,Sarmiento,ARG-League,75.64296751395038,72.90971887139102,87.06375612575586,22
Juan Portillo,Talleres,ARG-League,90.66732869498972,82.83536272625315,43.44742641439604,22
Nicolás Pasquini,Talleres,ARG-League,52.3416226763822,23.87446094323202,0.0,32
Lautaro Montoya,Tigre,ARG-League,44.54665009379693,57.00750618513427,53.44992025089961,28
Sebastián Prieto,Tigre,ARG-League,89.9977882377632,82.11826192008725,74.532436255462,29
Francisco Ortega,Vélez Sarsfield,ARG-League,79.28295156145845,92.08318759663187,76.06836579641761,23
