player,team,league,deep_lying_playmaker_score,ball_winner_score,dribbler_score,final_third_score,age
Marvelous Nakamba,Luton Town,ENG-Premier League,50.13846624960379,61.53611032274872,14.891413942639234,30.582376205773766,29
Pelly Ruddock Mpanzu,Luton Town,ENG-Premier League,39.61049723448852,35.69020761841111,37.470230491921505,58.758820323453165,30
Ross Barkley,Luton Town,ENG-Premier League,83.26566395032188,66.17647866624401,85.79731864580577,62.82440546971873,29
Bernardo Silva,Manchester City,ENG-Premier League,67.39105355084656,82.00924454524502,86.43828043154738,69.43734774220385,28
Julián Álvarez,Manchester City,ENG-Premier League,46.684710222499156,51.55176861074702,61.928870637326625,86.97751219247071,23
Kevin De Bruyne,Manchester City,ENG-Premier League,54.08923558574735,35.99301669522818,62.12273968300065,79.90088340324414,32
Bruno Guimarães,Newcastle Utd,ENG-Premier League,89.71003890024869,90.97664489110973,86.45924474871909,62.29540898204268,25
Elliot Anderson,Newcastle Utd,ENG-Premier League,42.34619235983189,58.636364733549115,63.96951666985823,65.4072014034495,20
Joelinton,Newcastle Utd,ENG-Premier League,45.57388741968388,69.56446482774714,57.13878482478676,69.20213441457668,26
Lewis Miley,Newcastle Utd,ENG-Premier League,46.92515427038811,60.36061610261733,44.51779418623941,54.45378836510838,17
Sean Longstaff,Newcastle Utd,ENG-Premier League,73.49110608079592,77.98272083518879,52.91371549882228,60.93089566593356,25
Ibrahim Sangaré,Nott'ham Forest,ENG-Premier League,52.49563657825185,61.38333053773951,36.83907555420035,31.541297973967,25
Orel Mangala,Nott'ham Forest,ENG-Premier League,51.81671875841637,49.30029441597304,54.68807311746284,32.286477063662346,25
Andre Brooks,Sheffield Utd,ENG-Premier League,19.762011004465784,46.085636569809054,47.88041527651952,43.03786463693407,19
Gustavo Hamer,Sheffield Utd,ENG-Premier League,80.32942565231657,65.49549010922647,79.21451421194242,71.2860182800361,26
James Mcatee,Sheffield Utd,ENG-Premier League,44.3997280045257,48.78748810250703,79.49478898350942,81.27236298206209,20
Oliver Arblaster,Sheffield Utd,ENG-Premier League,53.85272821890226,47.40631316004213,60.56627770142406,47.274405327111104,19
Oliver Norwood,Sheffield Utd,ENG-Premier League,77.25009721369182,61.270309856313176,30.927339944506944,30.19905192808744,32
Vinicius Souza,Sheffield Utd,ENG-Premier League,65.1975613908218,87.17435652241925,50.521967672745596,15.140568915973704,24
Boubacar Traoré,Wolves,ENG-Premier League,32.35910954825433,50.01850284757129,36.86137436244477,34.00716841250091,21
João Gomes,Wolves,ENG-Premier League,63.99617464065377,87.9939584235935,62.56525016850225,44.58492369952803,22
Mario Lemina,Wolves,ENG-Premier League,63.51399834740947,86.66732912447088,71.38710897029704,49.264865934628475,29
Tommy Doyle,Wolves,ENG-Premier League,69.7135204424627,53.52345803113071,50.363809120133205,29.9566518561099,21
Koke,Atlético Madrid,ESP-La Liga,91.71736054454598,76.65709548221612,63.56774271818127,29.68467831356147,32
Marcos Llorente,Atlético Madrid,ESP-La Liga,63.488621220247765,68.02148082449668,72.78214853424734,65.1761424613814,29
Pablo Barrios,Atlético Madrid,ESP-La Liga,62.363396515450134,70.74007284148985,67.96956814616159,48.58741966917648,20
Rodrigo De Paul,Atlético Madrid,ESP-La Liga,84.67678081963345,63.09041287802379,87.93357877377044,64.29536025970064,29
Saúl Ñíguez,Atlético Madrid,ESP-La Liga,38.03058423457398,75.45711733856973,47.56747765623221,54.67927920986163,29
Fermin López,Barcelona,ESP-La Liga,41.75558657541011,59.89509316373104,54.6995196728208,81.22208852486824,21
Frenkie de Jong,Barcelona,ESP-La Liga,81.11123935054995,72.96180860181335,82.47633278629303,53.108633342428476,27
Gavi,Barcelona,ESP-La Liga,34.5300191899141,69.87570684671948,53.89438077934705,58.91978520483797,19
Oriol Romeu,Barcelona,ESP-La Liga,53.77848151888526,65.2926230491878,40.40037503226747,39.1252230993653,32
Pedri,Barcelona,ESP-La Liga,64.90598852847488,76.55201493800318,66.13567346048312,66.166764244111,21
Sergi Roberto,Barcelona,ESP-La Liga,41.304387750827146,50.20845944242739,33.95000138863998,54.56499643911972,32
İlkay Gündoğan,Barcelona,ESP-La Liga,81.36105414125012,74.93352827083129,81.33243133137165,72.30996668651707,33
Carles Pérez,Celta Vigo,ESP-La Liga,13.773157463277997,34.45890395408356,62.1439070756866,76.20105478670332,26
Carlos Dotor,Celta Vigo,ESP-La Liga,32.80628086066843,34.30572210824586,13.068504994965638,26.516231443524845,23
Fran Beltrán,Celta Vigo,ESP-La Liga,77.04823267367235,71.38183378421517,67.06029651532128,39.31370416787269,25
Franco Cervi,Celta Vigo,ESP-La Liga,35.15746229965458,47.931666124038344,36.600542799742385,64.36476336259295,29
Hugo Sotelo,Celta Vigo,ESP-La Liga,51.95680290586917,30.179025784510998,51.728421534850625,49.47298445295495,20
Hugo Álvarez,Celta Vigo,ESP-La Liga,34.58756569136312,27.423922956004088,68.52340500573526,71.25885085026363,20
Jailson Siqueira,Celta Vigo,ESP-La Liga,54.12919117515569,51.45731134921986,58.676824092799684,28.40254083008491,28
Jonathan Bamba,Celta Vigo,ESP-La Liga,53.357884812338064,46.420267009482025,92.28248043641383,80.4097005225815,28
Luca de la Torre,Celta Vigo,ESP-La Liga,57.98856846148747,62.03394431522613,71.47237361009277,63.50492311558147,25
Renato Tapia,Celta Vigo,ESP-La Liga,62.3065975638322,70.16707820214386,55.94993261875072,39.205328612813176,28
Darwin Machís,Cádiz,ESP-La Liga,18.700079934104348,40.27052090418705,50.34373792787421,76.34334302766754,31
Gonzalo Escalante,Cádiz,ESP-La Liga,62.08720853649179,68.67041738689161,30.40057020741383,45.83079606085765,31
Iván Alejo,Cádiz,ESP-La Liga,34.225736253860255,54.00485364843352,72.79072017358459,70.27189817031007,29
Roberto Navarro,Cádiz,ESP-La Liga,50.96383054459261,66.81169594944286,89.26267083499259,77.22570691794844,22
Rominigue Kouamé,Cádiz,ESP-La Liga,51.498613768330806,44.25202843317215,63.11203170577514,34.636520683940795,27
Rubén Alcaraz,Cádiz,ESP-La Liga,87.43424014835199,91.65668809360349,66.90572161395686,47.34001477780445,33
Rubén Sobrino,Cádiz,ESP-La Liga,37.29777613106194,70.26748259832847,61.02006552705379,66.00318987773673,31
Álex Fernández,Cádiz,ESP-La Liga,59.383113422190284,50.90446614914447,45.34319465878929,49.111420381502654,31
Carles Aleñá,Getafe,ESP-La Liga,28.222288961665736,43.56381093236812,39.22958068635858,65.02745089083697,26
Carmona,Getafe,ESP-La Liga,46.869427979682804,63.55914372102468,62.425167341315216,56.31993123336827,22
Ilaix Moriba,Getafe,ESP-La Liga,24.908175011172727,30.323775871721022,34.78880342226824,56.877507898312096,21
Jesús Santiago,Getafe,ESP-La Liga,20.647607870863094,11.29811137080814,32.88363530222456,57.82914139510418,19
Jordi,Getafe,ESP-La Liga,14.203001558024193,40.30604043833376,36.42333413457089,65.63195552732611,23
Luis Milla,Getafe,ESP-La Liga,78.36798646219384,76.49709825759757,71.43997486530552,44.82879133320859,29
Mason Greenwood,Getafe,ESP-La Liga,56.35204233957884,26.82540706007218,96.81450846048236,93.08715472330587,22
Nemanja Maksimović,Getafe,ESP-La Liga,63.052674169146314,88.69181726289195,61.09367227675855,60.41495751836609,29
Óscar Rodríguez Arnaiz,Getafe,ESP-La Liga,42.59001948797975,46.53731985538241,46.81228484697236,71.91925723516377,25
Iván Martín,Girona,ESP-La Liga,65.18037351498968,73.37294323224135,79.48633614766842,56.32149672121398,25
Sávio,Girona,ESP-La Liga,48.21547482447254,71.10009410117564,96.91133009083387,92.86416976746216,20
Valery Fernández,Girona,ESP-La Liga,0.8102940136425978,25.575422260028503,44.43099713565184,66.76824917660072,24
Viktor Tsyhankov,Girona,ESP-La Liga,50.407023196028966,64.28754927758003,69.29896825438183,85.75138326107114,26
Yangel Herrera,Girona,ESP-La Liga,56.82525925742507,81.47768354414696,53.87597945550892,58.42273287279619,26
Facundo Pellistri,Granada,ESP-La Liga,16.66716994215792,46.888101241209526,58.65765881684985,81.75532290340347,22
Gerard Gumbau,Granada,ESP-La Liga,84.75653146239584,74.33930808766945,63.23859774002436,45.990982322402985,29
Gonzalo Villar,Granada,ESP-La Liga,62.13376649011379,65.99239565749482,72.29494645016912,59.82061640860237,26
José Callejón,Granada,ESP-La Liga,41.60651996374033,29.067706292231023,36.18474922025043,67.39745949869396,37
Kamil Jóźwiak,Granada,ESP-La Liga,19.046577517123847,20.265013257011844,47.02906847236677,64.68260057683334,26
Martin Hongla,Granada,ESP-La Liga,33.39067226484546,19.587901250813534,21.45566336101335,16.609016291076237,26
Sergio Ruiz,Granada,ESP-La Liga,77.20644305023386,79.88338672551829,79.2159733685073,40.67743628031572,29
Óscar Melendo,Granada,ESP-La Liga,40.83742068436666,32.84297337204794,57.045902314562525,53.826212592127455,26
Enzo Loiodice,Las Palmas,ESP-La Liga,54.775831321238414,74.85601564417553,59.23009517459391,38.23743318467119,23
Javier Muñoz,Las Palmas,ESP-La Liga,63.82333102718207,78.33470026786074,59.623433746968836,48.91404810360934,29
Jonathan Viera,Las Palmas,ESP-La Liga,45.04161123483289,0.0,59.1829781727496,71.00122304420358,34
Kirian Rodríguez,Las Palmas,ESP-La Liga,90.08523214020938,84.44222020789218,75.32963484159879,29.91490773346782,28
Máximo Perrone,Las Palmas,ESP-La Liga,61.985283818749274,76.5368988451384,50.586979216361826,20.813715601657034,21
Antonio Sánchez,Mallorca,ESP-La Liga,48.42476549640156,56.9112968045132,60.544618377026104,71.16946045491453,27
Dani Rodríguez,Mallorca,ESP-La Liga,66.87861974454643,70.903331731736,76.72912403613148,70.39615131410176,35
Manu Morlanes,Mallorca,ESP-La Liga,70.25218963548677,63.96485252482358,69.86991730165951,61.40982810437827,25
Omar Mascarell,Mallorca,ESP-La Liga,69.88105362444712,66.4854050921551,57.95198262645302,16.958537480397844,31
Samu Costa,Mallorca,ESP-La Liga,69.77963500402821,81.5871038316456,51.72892280750455,38.312958470707805,23
Sergi Darder,Mallorca,ESP-La Liga,74.44999411007531,65.959115997426,82.85181182146657,75.65567989159467,30
Aimar Oroz,Osasuna,ESP-La Liga,60.19217474110273,71.05527715617418,75.20523402274166,65.2419701572848,22
Iker Muñoz,Osasuna,ESP-La Liga,66.84994217661549,58.18991237220597,55.9305575446086,24.68977557052378,21
Jon Moncayola,Osasuna,ESP-La Liga,70.72422894346535,66.64012767913835,50.658632768981136,41.885896934100295,26
Lucas Torró,Osasuna,ESP-La Liga,57.852134251879264,59.20920711996989,28.031648656990228,32.912712831951296,29
Moi Gómez,Osasuna,ESP-La Liga,75.57096447471613,59.031110407803276,76.16297446399095,48.17128008231705,29
Pablo Ibáñez,Osasuna,ESP-La Liga,52.192858585112035,52.80479379627345,61.235619452173474,67.96905778439404,25
Crespo,Rayo Vallecano,ESP-La Liga,31.158810356024052,48.722144540969055,44.63611755415656,36.573523704549764,27
Isaac Palazón Camacho,Rayo Vallecano,ESP-La Liga,64.86186056381055,73.02200363899546,68.3724562045178,69.27465911142417,29
Jorge de Frutos,Rayo Vallecano,ESP-La Liga,36.1770206414137,37.59452776218057,72.34181350168416,77.30242232625916,27
Unai López,Rayo Vallecano,ESP-La Liga,75.1770980245918,71.6834755472895,75.10766217294335,41.534340013049714,28
Óscar Valentín,Rayo Vallecano,ESP-La Liga,82.0394160981274,97.42899446916226,64.01522112045265,40.088540994328206,29
Eduardo Camavinga,Real Madrid,ESP-La Liga,63.63376524266927,88.36629133699151,77.17320811595046,46.671980089704476,21
Federico Valverde,Real Madrid,ESP-La Liga,86.52418413483377,86.22235543879117,90.88343103277512,59.27466912692106,25
Toni Kroos,Real Madrid,ESP-La Liga,97.85607262596334,74.55729154047269,64.20046479713216,48.261039325359384,34
Arsen Zakharyan,Real Sociedad,ESP-La Liga,40.31793391746675,49.19531998946977,60.12306539079341,78.3526461650032,20
Beñat Turrientes,Real Sociedad,ESP-La Liga,46.73460084775608,57.57865962403517,65.20228636545153,45.997849682130635,22
Brais Méndez,Real Sociedad,ESP-La Liga,65.66410685199958,72.07812396661794,68.57356062835042,71.35875606594018,27
Martín Zubimendi,Real Sociedad,ESP-La Liga,82.31140079207849,85.05070696100647,71.07040097764043,51.917930546594434,25
Mikel Merino,Real Sociedad,ESP-La Liga,74.4754002914431,85.59511146586182,59.07398569727409,53.78252728148897,27
Boubakary Soumaré,Sevilla,ESP-La Liga,70.25241754957257,72.97458553121051,68.97214836932466,7.0816578404105375,25
Djibril Sow,Sevilla,ESP-La Liga,58.38156191837221,65.69303764110138,56.45573541483717,53.263895669890346,27
Ivan Rakitić,Sevilla,ESP-La Liga,75.20434762905491,59.2878084258481,62.525660717542245,58.15295242491181,36
Lucien Agoume,Sevilla,ESP-La Liga,42.93415828084291,43.97357669231351,42.99729198874319,47.494976622288036,22
Suso,Sevilla,ESP-La Liga,63.92429699712597,42.47096241391097,72.26747514366583,74.02242093794916,30
Óliver Torres,Sevilla,ESP-La Liga,63.12287545905879,66.4791080592538,63.13636084836085,50.59887523455765,29
Francisco Perez,Valencia,ESP-La Liga,36.968355182437705,54.17672919087144,76.67357493007346,62.948014388589456,21
Hugo Guillamón,Valencia,ESP-La Liga,63.96592142466591,45.94618051628881,32.81713672720146,22.422113539070445,24
Javier Guerra,Valencia,ESP-La Liga,58.95520199895052,69.05942881393756,77.51753743636573,61.49584243604351,21
José Luis García Vayá,Valencia,ESP-La Liga,100.0,87.76615576184926,76.86531932445352,59.885674878199865,25
Peter González,Valencia,ESP-La Liga,13.639349419318705,22.001477111972147,42.606218048666875,81.52088708840594,21
Sergi Canós,Valencia,ESP-La Liga,42.758256142429836,47.941872137174286,60.88013932860189,72.72560332783732,27
Alex Baena,Villarreal,ESP-La Liga,74.09736220944013,63.797361183232894,79.84090121570307,89.68452126823142,22
Bertrand Traoré,Villarreal,ESP-La Liga,26.84980086353608,6.036564302294556,57.33190799140064,72.70496213667042,28
Daniel Parejo,Villarreal,ESP-La Liga,93.65498188706512,71.41021165507003,60.774633637377605,44.133323052371054,35
Francis Coquelin,Villarreal,ESP-La Liga,50.46774371099729,53.32037885491867,26.206440632420392,32.33034571326311,33
Ilias Akhomach,Villarreal,ESP-La Liga,34.69454671098792,57.316466431447836,81.63711983167687,87.59018016655106,20
Ramón Terrats,Villarreal,ESP-La Liga,39.3062374227347,29.43138817451793,54.62973187061691,56.202364659175274,23
Santi Comesaña,Villarreal,ESP-La Liga,65.49320735429013,72.80806082607167,63.10664344265481,56.8649023594712,27
Yeremi Pino,Villarreal,ESP-La Liga,0.278215689529999,48.319564019441536,35.4925220818388,75.06801380262074,21
Étienne Capoue,Villarreal,ESP-La Liga,60.81422859831035,65.13183376520217,61.707863308654,46.808393498733544,35
Amadou Diawara,Anderlecht,BEL-Pro League,41.43925348304951,34.115441338395414,17.367489948992493,26.29016219598453,26
Kristian Arnstad,Anderlecht,BEL-Pro League,37.07911446559605,34.53775884169632,51.156269443414224,35.28206700733563,20
Mario Stroeykens,Anderlecht,BEL-Pro League,63.96746103958147,79.00814324712009,66.49916824052978,54.997536317562925,19
Mats Rits,Anderlecht,BEL-Pro League,82.73737817940095,75.62807201195812,52.81843376960869,41.022890320837014,30
Theo Leoni,Anderlecht,BEL-Pro League,78.72450307359323,92.63599447664083,58.64756476358206,54.192781656791446,24
Thomas Delaney,Anderlecht,BEL-Pro League,54.866747065944296,61.513691679405916,29.126827497967895,59.92285938669417,32
Yari Verschaeren,Anderlecht,BEL-Pro League,45.683230778765044,65.95337933720138,53.932413893503806,60.47906502398484,22
Hannes Van der Bruggen,Cercle Brugge,BEL-Pro League,91.2635386426927,87.78326945125126,54.33775367054889,54.74847011947562,31
Leonardo da Silva Lopes,Cercle Brugge,BEL-Pro League,78.5905614430169,84.88377272715773,63.11226353082303,70.86601911393092,25
Adem Zorgane,Charleroi,BEL-Pro League,95.5568434120549,82.51055355638076,82.90088847885742,61.156056584224864,24
Antoine Bernier,Charleroi,BEL-Pro League,15.258384946831843,42.01758811047517,53.6114550849087,91.07847063557392,26
Marco Ilaimaharitra,Charleroi,BEL-Pro League,86.0344566766439,86.77820179161272,73.49200938274325,57.67909057075546,28
Ryota Morioka,Charleroi,BEL-Pro League,57.99386660840105,72.02539632687423,47.46156404405776,37.871691330778404,33
Amadou Keita,Eupen,BEL-Pro League,53.094659275387016,70.02786084903947,65.35083945018408,60.746846920002696,22
Boris lambert,Eupen,BEL-Pro League,76.82527816157899,77.41285838949959,69.83137905760474,28.175553574359807,24
Brandon Baiye,Eupen,BEL-Pro League,68.42241422874251,90.76049062953537,64.9733226356026,38.86061195680036,23
Isaac Christie-Davies,Eupen,BEL-Pro League,35.584120616689496,20.7073265557648,45.28484080543812,42.94525754601246,26
Jerome Deom,Eupen,BEL-Pro League,34.04690865292643,46.5670905393973,44.04476223574763,65.26608017927863,25
Kevin Möhwald,Eupen,BEL-Pro League,67.03999228339796,62.63234500927868,52.964965769358976,42.683701848683626,30
Miloš Pantović,Eupen,BEL-Pro League,50.32123334890349,50.84551813541961,49.034402966741204,62.038716618924916,27
Julien De Sart,Gent,BEL-Pro League,99.29603073269996,97.46384067892308,74.27381486407052,51.84930389847017,29
Omri Gandelman,Gent,BEL-Pro League,41.463224599872106,49.02743531400656,26.87182625281754,71.63548296094271,24
Sven Kums,Gent,BEL-Pro League,89.44105630284673,72.7302604585773,66.13992325574333,57.2566377693432,36
Abdelkahar Kadri,Kortrijk,BEL-Pro League,80.71049678038472,79.19551316300523,91.16800464948686,74.51603045893337,23
Abdoulaye Sissako,Kortrijk,BEL-Pro League,69.70771361195835,78.9399534653853,70.60962027672839,39.65522756405873,25
Kristiyan Malinov,Kortrijk,BEL-Pro League,61.97849601493919,58.77007018324226,36.483219539586436,46.42224092333981,30
Marco Kana,Kortrijk,BEL-Pro League,75.37263521943828,68.17158135300309,48.4097604849385,14.915270644901266,21
Massimo Bruno,Kortrijk,BEL-Pro League,56.42633965095042,45.96980766143919,64.05970224486943,67.45775536124347,30
Bill Antonio,Mechelen,BEL-Pro League,16.818749952060642,27.955366782761278,56.34848858524472,86.22264006491223,21
Ngal'Ayel Mukau,Mechelen,BEL-Pro League,48.73973198273096,71.51845692347368,59.419828397500495,8.391071743556022,19
Rob Schoofs,Mechelen,BEL-Pro League,87.69072945474394,75.73444895267149,87.73849259024567,69.4624243658055,30
Ezechiel Banzuzi,OH Leuven,BEL-Pro League,59.49805397594016,63.548981594777864,58.51195151279771,54.35600303066474,19
Joren Dom,OH Leuven,BEL-Pro League,64.577742907711,63.76638515324824,51.17159818932989,48.481134350141375,34
Kento Misao,OH Leuven,BEL-Pro League,31.36068121608505,56.333339249712324,5.241532784389254,33.391653923819916,28
Raz Shlomo,OH Leuven,BEL-Pro League,40.56957146870212,28.259977187686204,35.49566997089993,45.65268234513937,24
Siebe Schrijvers,OH Leuven,BEL-Pro League,89.05174541345382,91.00874722998931,73.79417871323555,58.56592860280926,27
Alexis De Sart,RWD Molenbeek,BEL-Pro League,32.790252418440126,42.25981807257122,30.640599214957025,70.63293332724959,27
Florent da Silva,RWD Molenbeek,BEL-Pro League,41.51222816665807,29.239207182390313,27.191081843651073,59.292565365116644,21
Pierre Dwomoh,RWD Molenbeek,BEL-Pro League,78.26652337449684,86.45363302480435,73.71645537296334,50.10178564696551,19
Shuto Abe,RWD Molenbeek,BEL-Pro League,64.645926051477,70.34599145290589,49.46921283553796,45.9557713326067,26
Joel Fujita,Sint-Truiden,BEL-Pro League,50.968734837445325,65.6218944723744,48.33529595553589,54.12597045490825,22
Mathias Delorge,Sint-Truiden,BEL-Pro League,90.02521517477321,90.44457941794725,70.85473659120977,40.23262484122427,19
Ryotaro Ito,Sint-Truiden,BEL-Pro League,72.51488829788865,40.22562240163975,71.37409734136544,68.33355053139204,26
Aiden O'Neill,Standard Liège,BEL-Pro League,69.0874757739218,78.60485111841206,62.94726247274778,32.29648164182437,25
Hakim Sahabo,Standard Liège,BEL-Pro League,41.13865523364756,47.80182060434358,38.57737110428121,22.545783642659185,18
Hayao Kawabe,Standard Liège,BEL-Pro League,63.235830072259425,62.886896662700984,61.63545198418806,72.38012756646263,28
Isaac Hayden,Standard Liège,BEL-Pro League,43.06452608808015,45.588912881929716,34.87803490588857,19.396158705083042,29
Isaac Price,Standard Liège,BEL-Pro League,67.69631051555777,82.55307620655628,64.64905297900975,59.92395009578993,20
Steven Alzate,Standard Liège,BEL-Pro League,70.35099467127384,78.83479704762016,66.62888879467195,55.285141960781345,25
William Balikwisha,Standard Liège,BEL-Pro League,57.886495150446684,51.25093736299602,79.14797614192017,69.28583505631755,25
Cameron Puertas,Union SG,BEL-Pro League,73.25705785856306,90.13080231672846,87.52292999447663,85.37712140759122,25
Charles Vanhoutte,Union SG,BEL-Pro League,87.95633522328438,92.99635816839549,53.32721167260503,38.953201248445765,25
Jean Thierry Lazare,Union SG,BEL-Pro League,55.07424556546178,74.41928214667163,70.65870719103917,76.9713563866651,26
Mathias Rasmussen,Union SG,BEL-Pro League,67.66545715417807,77.87860622125604,59.42378536015397,67.57211796951054,26
Noah Sadiki,Union SG,BEL-Pro League,65.80800586981503,72.68061587020213,57.03852406214419,58.646088196341175,19
Dogucan Haspolat,Westerlo,BEL-Pro League,54.39783462529939,43.2014095036396,20.231407659942775,35.91060132438924,24
Mathias Fixelles,Westerlo,BEL-Pro League,47.531498479997225,42.39350186331352,52.899868249741935,43.92893902028902,27
Mario Pašalić,Atalanta,ITA-Serie A,72.00324733482411,64.99491480956942,69.82740108030767,70.66584365479288,29
Marten de Roon,Atalanta,ITA-Serie A,91.4611075608924,87.89084845936756,65.51711145727546,22.7064787137275,33
Éderson,Atalanta,ITA-Serie A,88.58172145139407,91.60632254086019,71.15511352168052,47.448499400328984,24
Giovanni Fabbian,Bologna,ITA-Serie A,9.956804378416024,38.36700595257516,34.4034035467857,78.9736045153647,21
Alessandro Deiola,Cagliari,ITA-Serie A,61.85160931614415,53.22474137645797,35.31875807655233,40.57096049441283,28
Antoine Makoumbou,Cagliari,ITA-Serie A,80.24782821979964,66.73518897793407,75.99564819848112,33.01762530410777,25
Ibrahim Sulemana,Cagliari,ITA-Serie A,39.15408887679271,56.02801338563383,51.48636409970758,38.50495284508905,20
Jakub Jankto,Cagliari,ITA-Serie A,35.103091274522654,30.33017627665253,31.101341844782006,72.04120025352329,28
Matteo Prati,Cagliari,ITA-Serie A,65.94027533362777,67.5524760406937,42.86272811199011,51.13360283268208,20
Alberto Grassi,Empoli,ITA-Serie A,73.47828345242297,69.5539782046863,53.84674855382943,38.76394679947815,29
Filippo Ranocchia,Empoli,ITA-Serie A,31.368134300168048,36.65314081954681,31.160326969369002,51.22371102884842,23
Jacopo Fazzini,Empoli,ITA-Serie A,46.60530189599954,66.41630018641959,60.012449012641035,65.73042156358746,21
Răzvan Marin,Empoli,ITA-Serie A,62.72414584323728,54.130568274184895,61.95988932713998,56.92175128807329,27
Viktor Kovalenko,Empoli,ITA-Serie A,26.981127883240735,14.132377859784045,18.482001704534248,45.012839194500565,28
Youssef Maleh,Empoli,ITA-Serie A,74.6718015672627,87.14306469640543,52.698390848641644,52.24094166563993,25
Abdou Harroui,Frosinone,ITA-Serie A,34.22805244044525,47.06922684536901,72.22255384008679,86.10592920560612,26
Enzo Barrenechea,Frosinone,ITA-Serie A,86.95131859274518,86.08756284662532,53.8413406506638,14.285666514635832,22
Francesco Gelli,Frosinone,ITA-Serie A,51.55402876516811,56.981137961823734,69.83991786431213,60.856848347106485,27
Luca Garritano,Frosinone,ITA-Serie A,30.951361802592142,30.340147903221553,21.955560770825304,49.535270638056176,30
Luca Mazzitelli,Frosinone,ITA-Serie A,85.2270946180916,70.53140902884381,56.77215112209155,35.95587474787919,28
Marco Brescianini,Frosinone,ITA-Serie A,52.82979918432612,59.144487928399116,67.0372923053011,65.00763373457254,24
Junior Messias,Genoa,ITA-Serie A,33.630667104388365,46.32295359263709,70.17478923043595,81.53444530678236,33
Kevin Strootman,Genoa,ITA-Serie A,61.431473403504725,55.71041776944583,47.292450704736815,52.87156181246222,34
Milan Badelj,Genoa,ITA-Serie A,86.0207008788674,82.07770785077518,65.73833507330423,34.81350968500087,35
Morten Frendrup,Genoa,ITA-Serie A,70.25451563480189,95.49027084285478,67.41072575614501,39.81415920026691,23
Morten Thorsby,Genoa,ITA-Serie A,27.281375389547364,44.748313570850655,19.49064362289726,54.75311700479154,28
Ruslan Malinovskyi,Genoa,ITA-Serie A,64.92285439554315,50.574138544937995,63.891882474539784,45.690693855196265,31
Martin Hongla,Hellas Verona,ITA-Serie A,63.69363984674574,45.94663897731632,52.62367095015422,18.24052165680247,26
Michael Folorunsho,Hellas Verona,ITA-Serie A,50.35671901298028,78.85428374623254,74.97111383032171,58.705165633188486,26
Davide Frattesi,Inter,ITA-Serie A,31.754010262261755,29.90593923509806,49.97454522300691,88.20544312047618,24
Hakan Çalhanoğlu,Inter,ITA-Serie A,88.73051762976213,79.75877262441732,76.23266332015807,66.3028689241375,30
Henrikh Mkhitaryan,Inter,ITA-Serie A,79.67387914228775,80.88470750668691,84.85971006815615,66.07133187000098,35
Kristjan Asllani,Inter,ITA-Serie A,50.3994248707437,30.982364146837803,39.175094678783886,27.188867317616268,22
Nicolò Barella,Inter,ITA-Serie A,90.0761081236266,73.88762065709274,82.02609413649661,62.53442679220864,27
Adrien Rabiot,Juventus,ITA-Serie A,69.52321597102281,77.7895328428351,81.77931022577376,67.3403883179643,29
Fabio Miretti,Juventus,ITA-Serie A,38.05579194565452,46.25723264611199,56.66701435508818,68.96211627307206,20
Manuel Locatelli,Juventus,ITA-Serie A,98.66473967162935,81.88998902700406,68.07223814528913,39.99471181264242,26
Weston McKennie,Juventus,ITA-Serie A,65.69258334096574,73.3468253092308,77.43214357203581,63.18641868566982,25
Daichi Kamada,Lazio,ITA-Serie A,59.12863414129848,75.04233404903121,66.73819120558355,61.55432745457261,27
Danilo Cataldi,Lazio,ITA-Serie A,64.06930939367466,56.474790314991274,47.90841216995908,24.50184932120778,29
Luis Alberto,Lazio,ITA-Serie A,82.87005067521619,66.49172658631012,85.21407467333327,68.22596412732703,31
Mattéo Guendouzi,Lazio,ITA-Serie A,68.61452872730008,66.92444033414748,67.18302248521823,54.4047496876881,25
Matías Vecino,Lazio,ITA-Serie A,60.59089956625304,60.55053261899798,54.36663217954513,61.533902187868236,32
Nicolò Rovella,Lazio,ITA-Serie A,53.73010188809666,75.10301721935727,56.13656098768086,23.310753449175568,22
Alexis Blin,Lecce,ITA-Serie A,66.40100489247804,62.485851580729665,44.12853158580443,36.80043446324681,27
Hamza Rafia,Lecce,ITA-Serie A,46.13823044780179,69.82204210023916,43.0719430747043,49.915183392873864,25
Joan Gonzàlez,Lecce,ITA-Serie A,49.300201045443224,52.51295308348168,61.12242437021439,69.48887398651293,22
Mohamed Kaba,Lecce,ITA-Serie A,52.73293631310207,65.47875987754134,45.46028766529388,57.62785750477347,22
Remi Oudin,Lecce,ITA-Serie A,64.97243345752331,58.65049807251942,46.153538945591265,71.22658960209529,27
Ylber Ramadani,Lecce,ITA-Serie A,78.19420596351665,89.54110958727827,71.20022937279487,35.689375318277925,28
Rade Krunić,Milan,ITA-Serie A,33.86961667133096,41.6626507874872,25.1820544952641,21.582644467934514,30
Yacine Adli,Milan,ITA-Serie A,77.83339136373294,69.35260808345028,70.62884257650352,41.524396247220714,23
Jean-Daniel Akpa-Akpro,Monza,ITA-Serie A,15.472743339003832,48.817550305131064,36.12636302375349,39.864206838290166,31
Matteo Pessina,Monza,ITA-Serie A,83.19366094218053,74.63902497293772,81.20206118746357,52.95136043117662,27
Roberto Gagliardini,Monza,ITA-Serie A,75.32263862861822,79.295693910261,69.32337459337816,48.218369813947575,30
