league,season,team,players_used,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,url,League,season,players_used,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,url,League,season,players_used,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,url,League,season,players_used,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,url,League,season,players_used,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,url,League,season,players_used,Poss,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,url,League,season,players_used,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,url,League
ENG-Premier League,2324,Liverpool,30,38,80,781,263,33.7,20.55,6.92,0.09,0.28,17.2,18,6,9,88.2,80.9,0.11,-8.2,-6.9,/en/squads/822bd0ba/Liverpool-Stats,ENG-Premier League,2324,30,38,1387,36.5,1043,117,66,101,43,17,131,3.45,96,8,9,10,7,1,/en/squads/822bd0ba/Liverpool-Stats,ENG-Premier League,2324,30,38,677,418,275,289,113,342,770,44.4,428,475,108,367,293,970,583,19,/en/squads/822bd0ba/Liverpool-Stats,ENG-Premier League,2324,30,38,69,5,2,463,376,100,817,293,418,8,1,2,2033,582,441,56.9,/en/squads/822bd0ba/Liverpool-Stats,ENG-Premier League,2324,30,38,20362,24363,83.6,346361,118641,9650,10634,90.7,8620,9756,88.4,1638,2815,58.2,60,64.0,55.6,-4.0,597,1665,506,80,2110,/en/squads/822bd0ba/Liverpool-Stats,ENG-Premier League,2324,30,61.3,38,28751,2193,7387,13747,7868,1421,28742,734,331,45.1,330,45.0,17877,92230,48173,922,694,295,574,408,20216,2091,/en/squads/822bd0ba/Liverpool-Stats,ENG-Premier League,2324,30,38,24363,22474,1789,440,100,145,817,755,287,86,171,2,20362,100,370,/en/squads/822bd0ba/Liverpool-Stats,ENG-Premier League
ENG-Premier League,2324,Luton Town,28,38,49,427,134,31.4,11.24,3.53,0.1,0.33,16.3,11,5,5,42.5,38.6,0.09,6.5,5.4,/en/squads/e297cd13/Luton-Town-Stats,ENG-Premier League,2324,28,38,749,19.71,504,73,59,55,46,12,81,2.13,46,7,6,16,6,0,/en/squads/e297cd13/Luton-Town-Stats,ENG-Premier League,2324,28,38,654,369,330,236,88,299,616,48.5,317,493,183,310,325,979,916,21,/en/squads/e297cd13/Luton-Town-Stats,ENG-Premier League,2324,28,38,71,0,0,443,448,67,841,325,369,2,4,4,1868,633,630,50.1,/en/squads/e297cd13/Luton-Town-Stats,ENG-Premier League,2324,28,38,11036,15086,73.2,201269,81263,4965,5778,85.9,4434,5421,81.8,1290,2882,44.8,33,29.6,27.5,3.4,315,835,250,90,1112,/en/squads/e297cd13/Luton-Town-Stats,ENG-Premier League,2324,28,42.4,38,19640,2624,7023,7895,4963,780,19635,769,353,45.9,330,42.9,10057,59882,29768,674,479,169,578,384,10899,1093,/en/squads/e297cd13/Luton-Town-Stats,ENG-Premier League,2324,28,38,15086,13143,1876,498,22,111,841,703,203,94,100,5,11036,67,414,/en/squads/e297cd13/Luton-Town-Stats,ENG-Premier League
ENG-Premier League,2324,Manchester City,25,38,94,683,264,38.7,17.97,6.95,0.12,0.32,17.1,25,9,10,80.5,72.8,0.11,13.5,12.2,/en/squads/b8fd03ef/Manchester-City-Stats,ENG-Premier League,2324,25,38,1258,33.11,992,65,63,67,54,17,169,4.45,125,5,14,10,13,2,/en/squads/b8fd03ef/Manchester-City-Stats,ENG-Premier League,2324,25,38,517,305,183,221,113,222,458,48.5,236,352,75,277,233,750,457,17,/en/squads/b8fd03ef/Manchester-City-Stats,ENG-Premier League,2324,25,38,53,2,1,289,410,42,701,233,305,8,3,1,1734,324,288,52.9,/en/squads/b8fd03ef/Manchester-City-Stats,ENG-Premier League,2324,25,38,24608,27748,88.7,393955,112256,12888,13713,94.0,9448,10305,91.7,1652,2497,66.2,69,60.2,62.1,8.8,545,1889,484,65,2059,/en/squads/b8fd03ef/Manchester-City-Stats,ENG-Premier League,2324,25,65.3,38,31408,2162,7012,14342,10260,1466,31398,729,375,51.4,282,38.7,20202,105329,57998,1125,868,415,441,356,24337,2031,/en/squads/b8fd03ef/Manchester-City-Stats,ENG-Premier League,2324,25,38,27748,26126,1580,460,84,133,701,604,286,114,66,7,24608,42,383,/en/squads/b8fd03ef/Manchester-City-Stats,ENG-Premier League
ENG-Premier League,2324,Manchester Utd,31,38,57,543,182,33.5,14.29,4.79,0.09,0.28,17.4,15,6,7,56.4,50.9,0.1,0.6,0.1,/en/squads/19538871/Manchester-United-Stats,ENG-Premier League,2324,31,38,989,26.03,743,79,55,52,38,22,98,2.58,68,4,8,7,6,5,/en/squads/19538871/Manchester-United-Stats,ENG-Premier League,2324,31,38,675,408,334,239,102,349,712,49.0,363,534,207,327,312,987,878,12,/en/squads/19538871/Manchester-United-Stats,ENG-Premier League,2324,31,38,83,1,1,401,340,91,594,312,408,6,7,1,1850,436,447,49.4,/en/squads/19538871/Manchester-United-Stats,ENG-Premier League,2324,31,38,15788,19542,80.8,260561,91263,7894,8867,89.0,5965,6944,85.9,1356,2519,53.8,36,40.1,34.6,-4.1,434,1202,338,50,1479,/en/squads/19538871/Manchester-United-Stats,ENG-Premier League,2324,31,50.6,38,23994,2938,8197,9854,6144,1025,23987,696,311,44.7,303,43.5,13976,75389,39607,759,523,275,485,342,15597,1467,/en/squads/19538871/Manchester-United-Stats,ENG-Premier League,2324,31,38,19542,17788,1663,371,72,99,594,643,224,70,86,10,15788,91,373,/en/squads/19538871/Manchester-United-Stats,ENG-Premier League
ENG-Premier League,2324,Newcastle Utd,32,38,83,542,196,36.2,14.26,5.16,0.14,0.38,15.7,9,8,9,76.2,69.2,0.13,6.8,5.8,/en/squads/b2b47a98/Newcastle-United-Stats,ENG-Premier League,2324,32,38,983,25.87,713,69,72,67,46,16,144,3.79,90,7,18,13,13,3,/en/squads/b2b47a98/Newcastle-United-Stats,ENG-Premier League,2324,32,38,661,391,316,254,91,302,681,44.3,379,498,151,347,284,945,678,16,/en/squads/b2b47a98/Newcastle-United-Stats,ENG-Premier League,2324,32,38,79,1,1,386,469,59,648,284,391,9,5,1,1835,450,418,51.8,/en/squads/b2b47a98/Newcastle-United-Stats,ENG-Premier League,2324,32,38,16116,19855,81.2,274236,96372,7680,8624,89.1,6722,7759,86.6,1357,2505,54.2,55,51.4,43.5,3.6,424,1107,380,76,1557,/en/squads/b2b47a98/Newcastle-United-Stats,ENG-Premier League,2324,32,52.2,38,24001,2447,8082,10140,6005,1094,23993,724,352,48.6,288,39.8,13648,73437,36569,737,508,243,504,399,15993,1545,/en/squads/b2b47a98/Newcastle-United-Stats,ENG-Premier League,2324,32,38,19855,18029,1767,515,85,133,648,679,192,75,60,9,16116,59,364,/en/squads/b2b47a98/Newcastle-United-Stats,ENG-Premier League
ENG-Premier League,2324,Nott'ham Forest,33,38,49,450,143,31.8,11.84,3.76,0.11,0.34,17.2,7,1,1,49.6,48.8,0.11,-0.6,-0.8,/en/squads/e4a775cb/Nottingham-Forest-Stats,ENG-Premier League,2324,33,38,783,20.61,565,68,48,56,33,13,90,2.37,70,5,7,3,3,2,/en/squads/e4a775cb/Nottingham-Forest-Stats,ENG-Premier League,2324,33,38,729,430,439,218,72,324,605,53.6,281,488,168,320,328,1057,965,13,/en/squads/e4a775cb/Nottingham-Forest-Stats,ENG-Premier League,2324,33,38,82,3,2,428,371,77,593,328,430,1,4,2,1806,582,553,51.3,/en/squads/e4a775cb/Nottingham-Forest-Stats,ENG-Premier League,2324,33,38,11864,15671,75.7,209739,82967,5499,6408,85.8,4761,5855,81.3,1260,2490,50.6,43,37.6,27.9,5.4,324,904,244,61,1140,/en/squads/e4a775cb/Nottingham-Forest-Stats,ENG-Premier League,2324,33,40.6,38,20108,2493,7332,8308,4686,786,20107,600,274,45.7,267,44.5,10209,54791,29298,605,398,158,527,285,11771,1122,/en/squads/e4a775cb/Nottingham-Forest-Stats,ENG-Premier League,2324,33,38,15671,13967,1627,409,53,83,593,661,148,80,55,0,11864,77,316,/en/squads/e4a775cb/Nottingham-Forest-Stats,ENG-Premier League
ENG-Premier League,2324,Sheffield Utd,35,38,31,360,117,32.5,9.47,3.08,0.07,0.22,17.4,8,5,5,38.3,34.4,0.1,-7.3,-8.4,/en/squads/1df6b87e/Sheffield-United-Stats,ENG-Premier League,2324,35,38,601,15.82,425,59,39,45,22,11,48,1.26,32,2,4,6,3,1,/en/squads/1df6b87e/Sheffield-United-Stats,ENG-Premier League,2324,35,38,709,405,375,248,86,299,635,47.1,336,514,180,334,348,1057,1042,18,/en/squads/1df6b87e/Sheffield-United-Stats,ENG-Premier League,2324,35,38,101,5,3,423,318,64,428,348,405,3,7,7,1638,585,693,45.8,/en/squads/1df6b87e/Sheffield-United-Stats,ENG-Premier League,2324,35,38,9521,13498,70.5,169803,71320,4486,5347,83.9,3733,4691,79.6,1044,2630,39.7,18,25.8,21.0,-7.8,257,701,198,48,884,/en/squads/1df6b87e/Sheffield-United-Stats,ENG-Premier League,2324,35,35.8,38,17941,2814,7150,7141,3830,646,17936,578,250,43.3,285,49.3,8313,43242,20329,343,287,127,489,323,9445,874,/en/squads/1df6b87e/Sheffield-United-Stats,ENG-Premier League,2324,35,38,13498,11753,1681,380,25,52,428,666,141,70,47,6,9521,64,321,/en/squads/1df6b87e/Sheffield-United-Stats,ENG-Premier League
ENG-Premier League,2324,Tottenham,29,38,69,582,207,35.6,15.32,5.45,0.12,0.32,16.5,11,2,2,68.2,66.7,0.12,0.8,0.3,/en/squads/361ca564/Tottenham-Hotspur-Stats,ENG-Premier League,2324,29,38,1053,27.71,818,60,60,61,31,23,122,3.21,96,7,7,5,3,4,/en/squads/361ca564/Tottenham-Hotspur-Stats,ENG-Premier League,2324,29,38,724,451,335,264,125,360,691,52.1,331,445,132,313,355,1079,707,24,/en/squads/361ca564/Tottenham-Hotspur-Stats,ENG-Premier League,2324,29,38,92,4,2,425,510,83,710,355,451,2,7,3,1907,359,388,48.1,/en/squads/361ca564/Tottenham-Hotspur-Stats,ENG-Premier League,2324,29,38,20649,24197,85.3,326221,111380,10630,11617,91.5,8361,9345,89.5,1089,1905,57.2,58,57.4,52.1,0.6,460,1588,454,65,2107,/en/squads/361ca564/Tottenham-Hotspur-Stats,ENG-Premier League,2324,29,61.6,38,28529,2791,8519,12261,8010,1315,28527,812,359,44.2,363,44.7,18085,92761,46593,956,634,348,559,375,20483,2097,/en/squads/361ca564/Tottenham-Hotspur-Stats,ENG-Premier League,2324,29,38,24197,22167,1947,636,91,59,710,723,234,93,70,1,20649,83,480,/en/squads/361ca564/Tottenham-Hotspur-Stats,ENG-Premier League
ENG-Premier League,2324,West Ham,26,38,58,445,146,32.8,11.71,3.84,0.12,0.37,16.2,17,4,5,52.3,48.4,0.11,5.7,5.6,/en/squads/7c21e445/West-Ham-United-Stats,ENG-Premier League,2324,26,38,782,20.58,518,91,58,43,47,25,104,2.74,70,11,8,8,4,3,/en/squads/7c21e445/West-Ham-United-Stats,ENG-Premier League,2324,26,38,684,426,350,254,80,307,605,50.7,298,487,180,307,361,1045,906,9,/en/squads/7c21e445/West-Ham-United-Stats,ENG-Premier League,2324,26,38,82,3,3,390,392,71,661,361,426,4,10,4,1817,576,569,50.3,/en/squads/7c21e445/West-Ham-United-Stats,ENG-Premier League,2324,26,38,12548,16350,76.7,219053,85517,6033,6844,88.2,4808,5742,83.7,1329,2716,48.9,40,34.8,30.8,5.2,305,978,225,71,1205,/en/squads/7c21e445/West-Ham-United-Stats,ENG-Premier League,2324,26,41.1,38,20854,2605,7295,9087,4690,750,20848,744,353,47.4,321,43.1,11175,60618,28791,556,369,168,516,397,12440,1190,/en/squads/7c21e445/West-Ham-United-Stats,ENG-Premier League,2324,26,38,16350,14545,1734,429,60,158,661,721,165,93,61,0,12548,71,410,/en/squads/7c21e445/West-Ham-United-Stats,ENG-Premier League
ENG-Premier League,2324,Wolves,27,38,47,425,153,36.0,11.18,4.03,0.1,0.28,16.7,12,4,4,46.8,43.6,0.11,0.2,-0.6,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,ENG-Premier League,2324,27,38,743,19.55,519,67,53,47,42,15,81,2.13,52,7,7,6,7,2,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,ENG-Premier League,2324,27,38,739,430,415,247,77,311,606,51.3,295,505,173,332,286,1025,826,16,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,ENG-Premier League,2324,27,38,102,4,2,476,405,78,578,286,430,4,8,1,1885,441,490,47.4,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,ENG-Premier League,2324,27,38,15471,19159,80.8,255758,84616,7685,8565,89.7,6097,7013,86.9,1217,2526,48.2,36,31.8,27.6,4.2,316,910,238,61,1181,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,ENG-Premier League,2324,27,48.9,38,23467,2823,8666,10253,4803,738,23463,823,415,50.4,325,39.5,13038,71144,36677,672,518,169,535,389,15336,1164,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,ENG-Premier League,2324,27,38,19159,17393,1688,439,49,125,578,684,156,75,42,14,15471,78,333,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,ENG-Premier League
ESP-La Liga,2324,Alavés,29,37,32,445,133,29.9,12.03,3.59,0.07,0.22,17.5,14,3,6,43.7,39.0,0.09,-11.7,-10.0,/en/squads/8d6fd021/Alaves-Stats,ESP-La Liga,2324,29,37,793,21.43,551,86,53,49,40,14,58,1.57,38,5,6,3,6,0,/en/squads/8d6fd021/Alaves-Stats,ESP-La Liga,2324,29,37,553,334,271,216,66,276,607,45.5,331,352,117,235,266,819,792,5,/en/squads/8d6fd021/Alaves-Stats,ESP-La Liga,2324,29,37,83,1,0,471,433,68,814,266,334,6,8,2,1757,558,621,47.3,/en/squads/8d6fd021/Alaves-Stats,ESP-La Liga,2324,29,37,9888,13814,71.6,187217,81164,4365,5178,84.3,3924,4945,79.4,1337,2815,47.5,27,30.8,29.8,-3.8,332,909,264,103,1234,/en/squads/8d6fd021/Alaves-Stats,ESP-La Liga,2324,29,42.1,37,17754,2112,5957,7390,4616,744,17748,608,305,50.2,246,40.5,8388,46927,24897,537,358,135,557,294,9771,1227,/en/squads/8d6fd021/Alaves-Stats,ESP-La Liga,2324,29,37,13814,11878,1868,490,28,122,814,786,181,42,72,4,9888,68,356,/en/squads/8d6fd021/Alaves-Stats,ESP-La Liga
ESP-La Liga,2324,Almería,34,37,37,451,151,33.5,12.19,4.08,0.08,0.23,18.9,17,2,2,45.8,44.2,0.1,-8.8,-9.2,/en/squads/78ecf4bb/Almeria-Stats,ESP-La Liga,2324,34,37,776,20.97,552,65,44,45,49,21,61,1.65,40,3,6,7,4,1,/en/squads/78ecf4bb/Almeria-Stats,ESP-La Liga,2324,34,37,614,360,343,216,55,271,565,48.0,294,422,133,289,306,920,839,18,/en/squads/78ecf4bb/Almeria-Stats,ESP-La Liga,2324,34,37,91,6,4,474,484,75,646,306,360,2,9,0,1671,548,578,48.7,/en/squads/78ecf4bb/Almeria-Stats,ESP-La Liga,2324,34,37,12380,16071,77.0,222034,83707,5452,6255,87.2,5315,6226,85.4,1298,2701,48.1,23,32.5,23.6,-9.5,330,843,201,83,1061,/en/squads/78ecf4bb/Almeria-Stats,ESP-La Liga,2324,34,46.4,37,20323,2593,7536,9051,3951,585,20321,640,280,43.8,308,48.1,10822,57253,29261,557,399,126,533,265,12270,1046,/en/squads/78ecf4bb/Almeria-Stats,ESP-La Liga,2324,34,37,16071,14119,1877,546,33,112,646,731,166,64,63,0,12380,75,311,/en/squads/78ecf4bb/Almeria-Stats,ESP-La Liga
ESP-La Liga,2324,Athletic Club,27,37,58,451,162,35.9,12.19,4.38,0.12,0.34,15.8,7,3,5,51.3,47.3,0.11,6.7,7.7,/en/squads/2b390eca/Athletic-Club-Stats,ESP-La Liga,2324,27,37,802,21.68,598,81,47,33,32,11,101,2.73,82,6,5,3,4,1,/en/squads/2b390eca/Athletic-Club-Stats,ESP-La Liga,2324,27,37,570,357,214,258,98,303,619,48.9,316,401,100,301,274,844,604,4,/en/squads/2b390eca/Athletic-Club-Stats,ESP-La Liga,2324,27,37,79,5,3,498,423,76,836,274,357,4,5,4,1957,531,503,51.4,/en/squads/2b390eca/Athletic-Club-Stats,ESP-La Liga,2324,27,37,14214,18293,77.7,251438,94098,6456,7435,86.8,6081,7152,85.0,1353,2730,49.6,40,35.7,39.4,4.3,348,1181,337,111,1588,/en/squads/2b390eca/Athletic-Club-Stats,ESP-La Liga,2324,27,50.1,37,22294,1887,6162,10393,5966,887,22288,722,330,45.7,341,47.2,12267,64722,33854,720,523,189,555,353,14071,1575,/en/squads/2b390eca/Athletic-Club-Stats,ESP-La Liga,2324,27,37,18293,16364,1853,522,68,108,836,796,200,77,85,0,14214,76,349,/en/squads/2b390eca/Athletic-Club-Stats,ESP-La Liga
ESP-La Liga,2324,Atlético Madrid,27,37,66,465,193,41.5,12.57,5.22,0.13,0.32,16.3,9,5,6,60.4,55.8,0.12,5.6,5.2,/en/squads/db3b9613/Atletico-Madrid-Stats,ESP-La Liga,2324,27,37,832,22.49,633,58,55,42,31,13,116,3.14,90,3,10,7,5,1,/en/squads/db3b9613/Atletico-Madrid-Stats,ESP-La Liga,2324,27,37,642,393,302,258,82,321,657,48.9,336,441,105,336,251,893,768,8,/en/squads/db3b9613/Atletico-Madrid-Stats,ESP-La Liga,2324,27,37,84,4,2,423,429,119,612,251,393,4,2,0,1859,415,385,51.9,/en/squads/db3b9613/Atletico-Madrid-Stats,ESP-La Liga,2324,27,37,16732,20306,82.4,276730,99420,8509,9383,90.7,6297,7268,86.6,1406,2477,56.8,46,45.4,42.2,0.6,349,1212,373,67,1573,/en/squads/db3b9613/Atletico-Madrid-Stats,ESP-La Liga,2324,27,51.1,37,24239,2298,7670,11189,5572,935,24233,556,292,52.5,224,40.3,14187,71419,37958,748,541,176,519,294,16602,1556,/en/squads/db3b9613/Atletico-Madrid-Stats,ESP-La Liga,2324,27,37,20306,18523,1664,470,73,175,612,649,170,57,74,0,16732,119,338,/en/squads/db3b9613/Atletico-Madrid-Stats,ESP-La Liga
ESP-La Liga,2324,Barcelona,29,37,74,577,213,36.9,15.59,5.76,0.12,0.32,16.5,21,6,7,76.3,70.9,0.13,-2.3,-2.9,/en/squads/206d90db/Barcelona-Stats,ESP-La Liga,2324,29,37,1042,28.16,779,82,63,68,39,11,132,3.57,101,6,6,11,7,1,/en/squads/206d90db/Barcelona-Stats,ESP-La Liga,2324,29,37,566,360,269,221,76,241,514,46.9,273,355,96,259,249,815,556,16,/en/squads/206d90db/Barcelona-Stats,ESP-La Liga,2324,29,37,86,2,1,403,459,92,640,249,360,6,2,0,1750,446,394,53.1,/en/squads/206d90db/Barcelona-Stats,ESP-La Liga,2324,29,37,20887,24078,86.7,350249,111310,10246,11110,92.2,8498,9373,90.7,1683,2558,65.8,53,56.0,56.3,-3.0,446,1653,394,82,1862,/en/squads/206d90db/Barcelona-Stats,ESP-La Liga,2324,29,64.4,37,27946,2130,7208,13851,7101,1048,27939,805,377,46.8,329,40.9,17382,94131,52847,937,712,253,591,298,20683,1848,/en/squads/206d90db/Barcelona-Stats,ESP-La Liga,2324,29,37,24078,22167,1819,562,98,199,640,699,233,93,81,2,20887,92,331,/en/squads/206d90db/Barcelona-Stats,ESP-La Liga
ESP-La Liga,2324,Betis,35,37,46,478,147,30.8,12.92,3.97,0.09,0.3,17.2,15,2,3,43.3,41.0,0.09,2.7,3.0,/en/squads/fc536746/Real-Betis-Stats,ESP-La Liga,2324,35,37,853,23.05,619,74,52,61,33,14,78,2.11,57,3,5,7,3,3,/en/squads/fc536746/Real-Betis-Stats,ESP-La Liga,2324,35,37,675,429,292,297,86,348,664,52.4,316,410,97,313,340,1015,789,7,/en/squads/fc536746/Real-Betis-Stats,ESP-La Liga,2324,35,37,86,3,1,418,489,71,619,340,429,1,8,3,1890,479,496,49.1,/en/squads/fc536746/Real-Betis-Stats,ESP-La Liga,2324,35,37,14921,18512,80.6,250551,92322,7193,8039,89.5,5808,6762,85.9,1351,2506,53.9,31,32.1,33.3,-1.1,360,1008,314,50,1408,/en/squads/fc536746/Real-Betis-Stats,ESP-La Liga,2324,35,50.7,37,22783,2262,7292,10301,5409,867,22780,772,379,49.1,325,42.1,12670,66965,33205,657,479,182,617,420,14795,1391,/en/squads/fc536746/Real-Betis-Stats,ESP-La Liga,2324,35,37,18512,16556,1885,592,42,134,619,731,212,79,82,7,14921,71,369,/en/squads/fc536746/Real-Betis-Stats,ESP-La Liga
ESP-La Liga,2324,Celta Vigo,29,37,43,459,148,32.2,12.41,4.0,0.09,0.28,17.5,14,2,4,48.9,45.9,0.1,-5.9,-4.9,/en/squads/f25da7fb/Celta-Vigo-Stats,ESP-La Liga,2324,29,37,842,22.76,634,67,50,42,41,8,77,2.08,60,2,5,5,5,0,/en/squads/f25da7fb/Celta-Vigo-Stats,ESP-La Liga,2324,29,37,616,378,297,240,79,302,641,47.1,339,421,113,308,290,906,815,8,/en/squads/f25da7fb/Celta-Vigo-Stats,ESP-La Liga,2324,29,37,66,5,2,445,467,61,648,290,378,3,7,2,1874,517,539,49.0,/en/squads/f25da7fb/Celta-Vigo-Stats,ESP-La Liga,2324,29,37,13432,17227,78.0,227556,90014,6497,7403,87.8,5335,6311,84.5,1179,2425,48.6,34,37.7,38.5,-3.7,364,1097,286,71,1309,/en/squads/f25da7fb/Celta-Vigo-Stats,ESP-La Liga,2324,29,46.0,37,21401,2244,6821,9380,5431,799,21397,628,293,46.7,280,44.6,12099,61860,31797,653,481,161,585,323,13320,1296,/en/squads/f25da7fb/Celta-Vigo-Stats,ESP-La Liga,2324,29,37,17227,15350,1816,508,59,110,648,740,179,64,75,1,13432,61,373,/en/squads/f25da7fb/Celta-Vigo-Stats,ESP-La Liga
ESP-La Liga,2324,Cádiz,33,37,24,383,116,30.3,10.35,3.14,0.05,0.18,18.2,21,3,3,35.5,33.2,0.09,-11.5,-12.2,/en/squads/ee7c297c/Cadiz-Stats,ESP-La Liga,2324,33,37,675,18.24,457,85,28,48,42,15,38,1.03,24,4,0,5,4,1,/en/squads/ee7c297c/Cadiz-Stats,ESP-La Liga,2324,33,37,660,389,331,261,68,334,701,47.6,367,431,119,312,289,949,767,10,/en/squads/ee7c297c/Cadiz-Stats,ESP-La Liga,2324,33,37,105,7,0,567,494,89,775,289,389,2,2,0,1796,621,666,48.3,/en/squads/ee7c297c/Cadiz-Stats,ESP-La Liga,2324,33,37,10291,14436,71.3,194805,83399,4597,5431,84.6,3963,4964,79.8,1410,3121,45.2,16,24.8,25.8,-8.8,282,861,208,104,982,/en/squads/ee7c297c/Cadiz-Stats,ESP-La Liga,2324,33,43.0,37,18501,2174,6192,8090,4396,551,18498,519,221,42.6,254,48.9,9266,50330,24443,440,405,73,556,334,10190,962,/en/squads/ee7c297c/Cadiz-Stats,ESP-La Liga,2324,33,37,14436,12480,1867,556,22,122,775,729,166,63,78,0,10291,89,298,/en/squads/ee7c297c/Cadiz-Stats,ESP-La Liga
ESP-La Liga,2324,Getafe,32,37,41,430,144,33.5,11.62,3.89,0.08,0.24,18.5,12,6,7,44.8,39.3,0.09,-3.8,-4.3,/en/squads/7848bd64/Getafe-Stats,ESP-La Liga,2324,32,37,736,19.89,506,86,43,48,38,15,67,1.81,39,8,7,9,4,0,/en/squads/7848bd64/Getafe-Stats,ESP-La Liga,2324,32,37,591,353,265,240,86,284,559,50.8,275,333,101,232,306,897,721,6,/en/squads/7848bd64/Getafe-Stats,ESP-La Liga,2324,32,37,135,10,5,636,427,78,695,306,353,3,7,0,1733,653,674,49.2,/en/squads/7848bd64/Getafe-Stats,ESP-La Liga,2324,32,37,10352,14744,70.2,201063,81306,4454,5323,83.7,4006,5181,77.3,1593,3361,47.4,26,27.1,27.0,-1.1,310,1004,215,104,1096,/en/squads/7848bd64/Getafe-Stats,ESP-La Liga,2324,32,44.7,37,18699,1979,5493,8680,4717,670,18692,541,236,43.6,255,47.1,9087,47372,23754,427,379,120,555,273,10243,1078,/en/squads/7848bd64/Getafe-Stats,ESP-La Liga,2324,32,37,14744,12774,1892,565,19,216,695,784,140,76,36,1,10352,78,310,/en/squads/7848bd64/Getafe-Stats,ESP-La Liga
ESP-La Liga,2324,Girona,25,37,77,462,171,37.0,12.49,4.62,0.16,0.42,16.4,12,5,6,66.1,61.5,0.14,10.9,10.5,/en/squads/9024a00a/Girona-Stats,ESP-La Liga,2324,25,37,842,22.76,651,62,43,44,32,10,138,3.73,108,7,9,7,6,1,/en/squads/9024a00a/Girona-Stats,ESP-La Liga,2324,25,37,532,332,259,216,57,268,507,52.9,239,372,122,250,250,782,655,21,/en/squads/9024a00a/Girona-Stats,ESP-La Liga,2324,25,37,72,1,0,400,458,91,676,250,332,5,7,0,1755,369,387,48.8,/en/squads/9024a00a/Girona-Stats,ESP-La Liga,2324,25,37,18199,21244,85.7,308090,105154,8704,9433,92.3,7612,8408,90.5,1422,2386,59.6,59,51.1,49.1,7.9,367,1380,348,86,1605,/en/squads/9024a00a/Girona-Stats,ESP-La Liga,2324,25,56.7,37,25034,2640,8238,11220,5787,944,25028,724,339,46.8,291,40.2,15564,87339,44888,865,576,226,569,363,18023,1593,/en/squads/9024a00a/Girona-Stats,ESP-La Liga,2324,25,37,21244,19494,1659,504,53,169,676,612,155,61,66,1,18199,91,306,/en/squads/9024a00a/Girona-Stats,ESP-La Liga
